2021-02-09 21:57:47.303 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-09 21:57:57.984 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:58492.
2021-02-09 21:57:58.193 +09:00 | Connection update   | Networking     | 76561199112849985@steam preauthenticated from endpoint 211.187.127.126:51226.
2021-02-09 21:57:58.513 +09:00 | Connection update   | Networking     | 76561198392832602@steam preauthenticated from endpoint 124.153.148.198:55386.
2021-02-09 21:57:58.801 +09:00 | Connection update   | Networking     | 76561198956540241@steam preauthenticated from endpoint 175.116.70.90:64745.
2021-02-09 21:58:05.612 +09:00 | Connection update   | Networking     | 76561199112849985@steam authenticated from endpoint 211.187.127.126:51226. Player ID assigned: 2. Auth token serial number: oDOTjTYWWx1sw9pW
2021-02-09 21:58:05.645 +09:00 | Connection update   | Networking     | Nickname of 76561199112849985@steam is now 하냥.
2021-02-09 21:58:05.649 +09:00 | Connection update   | Permissions    | 하냥 (76561199112849985@steam) has been assigned to group 서버2인자(관리자).
2021-02-09 21:58:05.931 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:58492. Player ID assigned: 3. Auth token serial number: coCGAWiDEvvaXUuG
2021-02-09 21:58:05.965 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-09 21:58:05.969 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-09 21:58:06.226 +09:00 | Connection update   | Networking     | 76561198956540241@steam authenticated from endpoint 175.116.70.90:64745. Player ID assigned: 5. Auth token serial number: ehUM1FiOMPVOfoyB
2021-02-09 21:58:06.259 +09:00 | Connection update   | Networking     | Nickname of 76561198956540241@steam is now Mini 049.
2021-02-09 21:58:06.263 +09:00 | Connection update   | Permissions    | Mini 049 (76561198956540241@steam) has been assigned to group 고위 관리자.
2021-02-09 21:58:06.521 +09:00 | Connection update   | Networking     | 76561198392832602@steam authenticated from endpoint 124.153.148.198:55386. Player ID assigned: 4. Auth token serial number: v5nM6ca1rdq3knmn
2021-02-09 21:58:06.572 +09:00 | Connection update   | Networking     | Nickname of 76561198392832602@steam is now Science Yasuo.
2021-02-09 21:58:06.575 +09:00 | Connection update   | Permissions    | Science Yasuo (76561198392832602@steam) has been assigned to group 과학자.
2021-02-09 21:58:27.982 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-09 21:58:28.989 +09:00 | Game Event          | Class change   | Science Yasuo (76561198392832602@steam) spawned as Class-D Personnel.
2021-02-09 21:58:28.989 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as SCP-096.
2021-02-09 21:58:28.989 +09:00 | Game Event          | Class change   | 하냥 (76561199112849985@steam) spawned as Facility Guard.
2021-02-09 21:58:28.989 +09:00 | Game Event          | Class change   | Mini 049 (76561198956540241@steam) spawned as Class-D Personnel.
2021-02-09 21:58:28.992 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
