2021-02-06 17:09:19.625 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-06 17:09:38.007 +09:00 | Connection update   | Networking     | 76561198860449982@steam preauthenticated from endpoint 61.255.249.53:62157.
2021-02-06 17:09:38.125 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:61844.
2021-02-06 17:09:38.200 +09:00 | Connection update   | Networking     | 76561199070531434@steam preauthenticated from endpoint 121.147.228.219:61863.
2021-02-06 17:09:38.385 +09:00 | Connection update   | Networking     | 76561198392832602@steam preauthenticated from endpoint 124.153.148.198:49590.
2021-02-06 17:09:38.705 +09:00 | Connection update   | Networking     | 76561199011047974@steam preauthenticated from endpoint 14.45.112.252:54597.
2021-02-06 17:09:38.867 +09:00 | Connection update   | Networking     | 76561198947166953@steam preauthenticated from endpoint 123.215.190.37:60119.
2021-02-06 17:09:38.942 +09:00 | Connection update   | Networking     | 76561199078902404@steam preauthenticated from endpoint 61.79.53.234:61289.
2021-02-06 17:09:38.993 +09:00 | Connection update   | Networking     | 76561198865520484@steam preauthenticated from endpoint 218.54.19.23:51371.
2021-02-06 17:09:39.818 +09:00 | Connection update   | Networking     | 76561198861785153@steam preauthenticated from endpoint 115.143.63.49:51135.
2021-02-06 17:09:46.318 +09:00 | Connection update   | Networking     | 76561199070531434@steam authenticated from endpoint 121.147.228.219:61863. Player ID assigned: 2. Auth token serial number: J6JnKPOmptdMJgaE
2021-02-06 17:09:46.351 +09:00 | Connection update   | Networking     | Nickname of 76561199070531434@steam is now seohyeongwo.
2021-02-06 17:09:46.463 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:61844. Player ID assigned: 3. Auth token serial number: zQurazWf/GI4Wbx5
2021-02-06 17:09:46.492 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-06 17:09:46.495 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-06 17:09:47.274 +09:00 | Connection update   | Networking     | 76561198860449982@steam authenticated from endpoint 61.255.249.53:62157. Player ID assigned: 5. Auth token serial number: p/7v83NmVo7PTMUp
2021-02-06 17:09:47.309 +09:00 | Connection update   | Networking     | Nickname of 76561198860449982@steam is now 고요한 오케스트라.
