2021-02-06 20:56:25.028 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-06 20:56:28.472 +09:00 | Connection update   | Networking     | 76561199016385647@steam preauthenticated from endpoint 182.222.197.197:55948.
2021-02-06 20:56:32.608 +09:00 | Connection update   | Networking     | 76561199101158373@steam preauthenticated from endpoint 211.53.244.159:59893.
2021-02-06 20:56:32.659 +09:00 | Connection update   | Networking     | 76561199027737989@steam preauthenticated from endpoint 123.111.124.89:58040.
2021-02-06 20:56:32.692 +09:00 | Connection update   | Networking     | 76561198271723943@steam preauthenticated from endpoint 115.161.221.245:54426.
2021-02-06 20:56:32.811 +09:00 | Connection update   | Networking     | 76561199029381014@steam preauthenticated from endpoint 175.206.33.124:53658.
2021-02-06 20:56:32.843 +09:00 | Connection update   | Networking     | 76561199106436842@steam preauthenticated from endpoint 49.169.47.38:58336.
2021-02-06 20:56:32.959 +09:00 | Connection update   | Networking     | 76561198996368246@steam preauthenticated from endpoint 118.216.46.95:64732.
2021-02-06 20:56:32.993 +09:00 | Connection update   | Networking     | 76561197996799663@steam preauthenticated from endpoint 211.108.212.42:58032.
2021-02-06 20:56:33.043 +09:00 | Connection update   | Networking     | 76561199003215516@steam preauthenticated from endpoint 218.147.5.47:50614.
2021-02-06 20:56:33.060 +09:00 | Connection update   | Networking     | 76561199049341214@steam preauthenticated from endpoint 175.113.6.103:62378.
2021-02-06 20:56:33.077 +09:00 | Connection update   | Networking     | 76561199088769500@steam preauthenticated from endpoint 1.226.106.32:53142.
2021-02-06 20:56:33.080 +09:00 | Connection update   | Networking     | 76561199087266838@steam preauthenticated from endpoint 125.182.5.157:50180.
2021-02-06 20:56:33.083 +09:00 | Connection update   | Networking     | 76561198936092189@steam preauthenticated from endpoint 175.200.38.203:51688.
2021-02-06 20:56:33.085 +09:00 | Connection update   | Networking     | 76561199134469557@steam preauthenticated from endpoint 111.91.153.136:50905.
2021-02-06 20:56:33.161 +09:00 | Connection update   | Networking     | 76561198189122897@steam preauthenticated from endpoint 116.127.43.197:64692.
2021-02-06 20:56:33.195 +09:00 | Connection update   | Networking     | 76561199073692562@steam preauthenticated from endpoint 121.171.190.7:64458.
2021-02-06 20:56:33.261 +09:00 | Connection update   | Networking     | 76561198001566801@steam preauthenticated from endpoint 49.168.214.23:65035.
