2021-02-08 20:00:41.185 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-08 20:00:50.932 +09:00 | Connection update   | Networking     | 76561199093352805@steam preauthenticated from endpoint 211.37.72.148:63501.
2021-02-08 20:00:51.027 +09:00 | Connection update   | Networking     | 76561198176786381@steam preauthenticated from endpoint 116.45.159.194:60125.
2021-02-08 20:00:51.062 +09:00 | Connection update   | Networking     | 76561198837855956@steam preauthenticated from endpoint 175.200.171.212:58078.
2021-02-08 20:00:51.075 +09:00 | Connection update   | Networking     | 76561199003215516@steam preauthenticated from endpoint 218.147.5.47:50959.
2021-02-08 20:00:51.109 +09:00 | Connection update   | Networking     | 76561198886433658@steam preauthenticated from endpoint 221.164.61.4:63735.
2021-02-08 20:00:51.175 +09:00 | Connection update   | Networking     | 76561199030308447@steam preauthenticated from endpoint 119.201.40.131:63538.
2021-02-08 20:00:51.342 +09:00 | Connection update   | Networking     | 76561198001566801@steam preauthenticated from endpoint 49.168.214.23:58852.
2021-02-08 20:00:51.345 +09:00 | Connection update   | Networking     | 76561198392832602@steam preauthenticated from endpoint 124.153.148.198:51750.
2021-02-08 20:00:51.348 +09:00 | Connection update   | Networking     | 76561198977412318@steam preauthenticated from endpoint 58.237.121.251:59089.
2021-02-08 20:00:51.425 +09:00 | Connection update   | Networking     | 76561199104262415@steam preauthenticated from endpoint 182.209.41.17:63951.
2021-02-08 20:00:51.515 +09:00 | Connection update   | Networking     | 76561198956540241@steam preauthenticated from endpoint 175.116.70.90:63932.
2021-02-08 20:00:51.749 +09:00 | Connection update   | Networking     | 76561199044409090@steam preauthenticated from endpoint 121.184.27.209:59274.
2021-02-08 20:00:51.782 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:64469.
2021-02-08 20:00:58.017 +09:00 | Connection update   | Networking     | 76561199093352805@steam authenticated from endpoint 211.37.72.148:63501. Player ID assigned: 2. Auth token serial number: n3wFe4Is9FoG11HI
2021-02-08 20:00:58.052 +09:00 | Connection update   | Networking     | Nickname of 76561199093352805@steam is now 매미가되고싶은고구마.
2021-02-08 20:00:58.059 +09:00 | Connection update   | Networking     | 76561198837855956@steam authenticated from endpoint 175.200.171.212:58078. Player ID assigned: 3. Auth token serial number: 5yzNbE0EAapC4TXR
2021-02-08 20:00:58.103 +09:00 | Connection update   | Networking     | Nickname of 76561198837855956@steam is now cksqls3266.
2021-02-08 20:00:58.187 +09:00 | Connection update   | Networking     | 76561199030308447@steam authenticated from endpoint 119.201.40.131:63538. Player ID assigned: 4. Auth token serial number: H1KcITR7WwkP1Up/
2021-02-08 20:00:58.234 +09:00 | Connection update   | Networking     | Nickname of 76561199030308447@steam is now romeosay.
2021-02-08 20:00:58.282 +09:00 | Connection update   | Networking     | 76561199003215516@steam authenticated from endpoint 218.147.5.47:50959. Player ID assigned: 5. Auth token serial number: cySyEzXUcrssSaiQ
2021-02-08 20:00:58.316 +09:00 | Connection update   | Networking     | Nickname of 76561199003215516@steam is now kbs8956.
2021-02-08 20:00:59.291 +09:00 | Connection update   | Networking     | 76561198392832602@steam authenticated from endpoint 124.153.148.198:51750. Player ID assigned: 6. Auth token serial number: 9Nhov4sLc39b0tya
2021-02-08 20:00:59.342 +09:00 | Connection update   | Networking     | Nickname of 76561198392832602@steam is now Science Yasuo(잼민이 혐오).
2021-02-08 20:00:59.344 +09:00 | Connection update   | Permissions    | Science Yasuo(잼민이 혐오) (76561198392832602@steam) has been assigned to group 과학자.
2021-02-08 20:00:59.781 +09:00 | Connection update   | Networking     | 76561199044409090@steam authenticated from endpoint 121.184.27.209:59274. Player ID assigned: 11. Auth token serial number: 2cVQVMDVAk9TQUg5
2021-02-08 20:00:59.797 +09:00 | Connection update   | Networking     | 76561198956540241@steam authenticated from endpoint 175.116.70.90:63932. Player ID assigned: 9. Auth token serial number: OqkrSt77ZhAmvL8y
2021-02-08 20:00:59.829 +09:00 | Connection update   | Networking     | Nickname of 76561199044409090@steam is now Benedit.
2021-02-08 20:00:59.848 +09:00 | Connection update   | Networking     | Nickname of 76561198956540241@steam is now 눈사람.
2021-02-08 20:00:59.851 +09:00 | Connection update   | Permissions    | 눈사람 (76561198956540241@steam) has been assigned to group ADMIN.
2021-02-08 20:01:00.000 +09:00 | Connection update   | Networking     | 76561198886433658@steam authenticated from endpoint 221.164.61.4:63735. Player ID assigned: 8. Auth token serial number: 8CdJZcExs9Ua31bj
2021-02-08 20:01:00.034 +09:00 | Connection update   | Networking     | Nickname of 76561198886433658@steam is now suya2835.
2021-02-08 20:01:00.104 +09:00 | Connection update   | Networking     | 76561198977412318@steam authenticated from endpoint 58.237.121.251:59089. Player ID assigned: 12. Auth token serial number: hAVizSTP6esr1hYt
2021-02-08 20:01:00.153 +09:00 | Connection update   | Networking     | Nickname of 76561198977412318@steam is now 머니샵.
2021-02-08 20:01:00.257 +09:00 | Connection update   | Networking     | 76561198001566801@steam authenticated from endpoint 49.168.214.23:58852. Player ID assigned: 10. Auth token serial number: L3jFgP/S8VAsemaE
2021-02-08 20:01:00.306 +09:00 | Connection update   | Networking     | Nickname of 76561198001566801@steam is now MYIL.
2021-02-08 20:01:00.416 +09:00 | Connection update   | Networking     | 76561198176786381@steam authenticated from endpoint 116.45.159.194:60125. Player ID assigned: 7. Auth token serial number: CWXrYg7ghXMi8giC
2021-02-08 20:01:00.467 +09:00 | Connection update   | Networking     | Nickname of 76561198176786381@steam is now 전자피리.
2021-02-08 20:01:00.467 +09:00 | Connection update   | Networking     | Player (CharacterClassManager)) connected from IP 116.45.159.194 sent Do Not Track signal.
2021-02-08 20:01:00.820 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:64469. Player ID assigned: 13. Auth token serial number: Erru6A2LiWtUh2nj
2021-02-08 20:01:00.868 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-08 20:01:00.871 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-08 20:01:03.861 +09:00 | Connection update   | Networking     | 76561199104262415@steam authenticated from endpoint 182.209.41.17:63951. Player ID assigned: 14. Auth token serial number: T2Tf4VaIQ01BmOme
2021-02-08 20:01:03.925 +09:00 | Connection update   | Networking     | Nickname of 76561199104262415@steam is now 콩순이 남편.
2021-02-08 20:01:24.431 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-08 20:01:25.441 +09:00 | Game Event          | Class change   | 머니샵 (76561198977412318@steam) spawned as Class-D Personnel.
2021-02-08 20:01:25.441 +09:00 | Game Event          | Class change   | 전자피리 (76561198176786381@steam) spawned as SCP-096.
2021-02-08 20:01:25.441 +09:00 | Game Event          | Class change   | suya2835 (76561198886433658@steam) spawned as Facility Guard.
2021-02-08 20:01:25.441 +09:00 | Game Event          | Class change   | romeosay (76561199030308447@steam) spawned as Class-D Personnel.
2021-02-08 20:01:25.441 +09:00 | Game Event          | Class change   | 눈사람 (76561198956540241@steam) spawned as Scientist.
2021-02-08 20:01:25.441 +09:00 | Game Event          | Class change   | 매미가되고싶은고구마 (76561199093352805@steam) spawned as Facility Guard.
2021-02-08 20:01:25.441 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as Class-D Personnel.
2021-02-08 20:01:25.441 +09:00 | Game Event          | Class change   | 콩순이 남편 (76561199104262415@steam) spawned as SCP-079.
2021-02-08 20:01:25.441 +09:00 | Game Event          | Class change   | kbs8956 (76561199003215516@steam) spawned as Scientist.
2021-02-08 20:01:25.441 +09:00 | Game Event          | Class change   | MYIL (76561198001566801@steam) spawned as Facility Guard.
2021-02-08 20:01:25.441 +09:00 | Game Event          | Class change   | Science Yasuo(잼민이 혐오) (76561198392832602@steam) spawned as Class-D Personnel.
2021-02-08 20:01:25.441 +09:00 | Game Event          | Class change   | Benedit (76561199044409090@steam) spawned as Class-D Personnel.
2021-02-08 20:01:25.441 +09:00 | Game Event          | Class change   | cksqls3266 (76561198837855956@steam) spawned as Facility Guard.
2021-02-08 20:01:25.444 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-08 20:01:25.500 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | Scp096 | FacilityGuard | ClassD | Scientist | FacilityGuard | ClassD | Scp079 | Scientist | FacilityGuard | ClassD | ClassD | FacilityGuard | 
