2021-02-07 22:10:29.085 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-07 22:10:51.370 +09:00 | Connection update   | Networking     | 76561199112011688@steam preauthenticated from endpoint 125.130.124.154:49168.
2021-02-07 22:10:51.376 +09:00 | Connection update   | Networking     | 76561199138514617@steam preauthenticated from endpoint 110.35.22.157:55024.
2021-02-07 22:10:51.457 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:55585.
2021-02-07 22:10:51.471 +09:00 | Connection update   | Networking     | 76561198857629393@steam preauthenticated from endpoint 221.141.217.143:64079.
2021-02-07 22:10:51.555 +09:00 | Connection update   | Networking     | 76561199112849985@steam preauthenticated from endpoint 211.187.127.126:56371.
2021-02-07 22:10:51.605 +09:00 | Connection update   | Networking     | 76561198956540241@steam preauthenticated from endpoint 175.116.70.90:55372.
2021-02-07 22:10:51.765 +09:00 | Connection update   | Networking     | 76561198827084046@steam preauthenticated from endpoint 125.184.11.46:55989.
2021-02-07 22:10:51.844 +09:00 | Connection update   | Networking     | 76561199123803734@steam preauthenticated from endpoint 220.77.122.70:60466.
2021-02-07 22:10:53.337 +09:00 | Connection update   | Networking     | 76561199074813952@steam preauthenticated from endpoint 112.157.114.246:60657.
2021-02-07 22:10:53.923 +09:00 | Connection update   | Networking     | 76561199023828452@steam preauthenticated from endpoint 121.148.243.68:51109.
2021-02-07 22:10:58.500 +09:00 | Connection update   | Networking     | 76561199112849985@steam authenticated from endpoint 211.187.127.126:56371. Player ID assigned: 4. Auth token serial number: xmr9hUMedI3qL5bQ
2021-02-07 22:10:58.510 +09:00 | Connection update   | Networking     | 76561199138514617@steam authenticated from endpoint 110.35.22.157:55024. Player ID assigned: 5. Auth token serial number: kew0hl/0tosd9bDO
2021-02-07 22:10:58.559 +09:00 | Connection update   | Networking     | Nickname of 76561199112849985@steam is now 하고하고.
2021-02-07 22:10:58.630 +09:00 | Connection update   | Networking     | Nickname of 76561199138514617@steam is now pp0527.
2021-02-07 22:10:58.925 +09:00 | Connection update   | Networking     | 76561198857629393@steam authenticated from endpoint 221.141.217.143:64079. Player ID assigned: 2. Auth token serial number: G2zAMn5zj1LtTu7f
2021-02-07 22:10:58.959 +09:00 | Connection update   | Networking     | Nickname of 76561198857629393@steam is now 크리.
2021-02-07 22:10:58.966 +09:00 | Connection update   | Permissions    | 크리 (76561198857629393@steam) has been assigned to group ADMIN.
2021-02-07 22:10:58.996 +09:00 | Connection update   | Networking     | 76561199112011688@steam authenticated from endpoint 125.130.124.154:49168. Player ID assigned: 3. Auth token serial number: iCLXwUq9V3D1V70g
2021-02-07 22:10:59.034 +09:00 | Connection update   | Networking     | Nickname of 76561199112011688@steam is now 땅콩이 장인(마이크X).
2021-02-07 22:10:59.451 +09:00 | Connection update   | Networking     | 76561198956540241@steam authenticated from endpoint 175.116.70.90:55372. Player ID assigned: 6. Auth token serial number: zvaJPoXF74ZavUhG
2021-02-07 22:10:59.483 +09:00 | Connection update   | Networking     | Nickname of 76561198956540241@steam is now 눈사람.
2021-02-07 22:10:59.486 +09:00 | Connection update   | Permissions    | 눈사람 (76561198956540241@steam) has been assigned to group ADMIN.
