2021-02-06 00:08:42.421 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-06 00:08:49.287 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:57467.
2021-02-06 00:08:57.319 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:57467. Player ID assigned: 2. Auth token serial number: 2LNVBjJU6q3ZGYcn
2021-02-06 00:08:57.351 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-06 00:08:57.410 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-06 00:09:04.880 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-06 00:09:04.880 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) forced round start.
2021-02-06 00:09:05.682 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as Class-D Personnel.
2021-02-06 00:09:05.684 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-06 00:09:05.692 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | 
2021-02-06 00:09:10.363 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the DoorTp command (Door: 012_LOCKER) on 2. players.
2021-02-06 00:09:17.637 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the DoorTp command (Door: 012) on 2. players.
