2021-02-05 22:21:52.502 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-05 22:22:02.678 +09:00 | Connection update   | Networking     | 76561198392832602@steam preauthenticated from endpoint 124.153.148.198:54506.
2021-02-05 22:22:02.794 +09:00 | Connection update   | Networking     | 76561199070531434@steam preauthenticated from endpoint 121.147.228.219:63240.
2021-02-05 22:22:02.911 +09:00 | Connection update   | Networking     | 76561198865520484@steam preauthenticated from endpoint 218.54.19.23:57062.
2021-02-05 22:22:03.164 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:52468.
2021-02-05 22:22:03.693 +09:00 | Connection update   | Networking     | 76561199011047974@steam preauthenticated from endpoint 14.45.112.252:59061.
2021-02-05 22:22:10.599 +09:00 | Connection update   | Networking     | 76561198392832602@steam authenticated from endpoint 124.153.148.198:54506. Player ID assigned: 3. Auth token serial number: fEx0z5iZ5UDZIA6y
2021-02-05 22:22:10.648 +09:00 | Connection update   | Networking     | Nickname of 76561198392832602@steam is now Science Yasuo.
2021-02-05 22:22:10.732 +09:00 | Connection update   | Networking     | 76561199070531434@steam authenticated from endpoint 121.147.228.219:63240. Player ID assigned: 2. Auth token serial number: fhKOXE1yMN7D8CB9
2021-02-05 22:22:10.765 +09:00 | Connection update   | Networking     | Nickname of 76561199070531434@steam is now seohyeongwo.
2021-02-05 22:22:11.560 +09:00 | Connection update   | Networking     | 76561198865520484@steam authenticated from endpoint 218.54.19.23:57062. Player ID assigned: 4. Auth token serial number: S8f8ExK2cw8N/td6
2021-02-05 22:22:11.611 +09:00 | Connection update   | Networking     | Nickname of 76561198865520484@steam is now 크에늬.
2021-02-05 22:22:11.611 +09:00 | Connection update   | Networking     | Player (CharacterClassManager)) connected from IP 218.54.19.23 sent Do Not Track signal.
2021-02-05 22:22:11.703 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:52468. Player ID assigned: 5. Auth token serial number: SPKcUCMQu2P6mdkA
2021-02-05 22:22:11.731 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-05 22:22:11.734 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-05 22:22:29.577 +09:00 | Connection update   | Networking     | 76561199011047974@steam authenticated from endpoint 14.45.112.252:59061. Player ID assigned: 6. Auth token serial number: vlvGImy2lLiEvrAM
2021-02-05 22:22:29.627 +09:00 | Connection update   | Networking     | Nickname of 76561199011047974@steam is now 유판.
2021-02-05 22:22:36.869 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-05 22:22:37.878 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as Class-D Personnel.
2021-02-05 22:22:37.878 +09:00 | Game Event          | Class change   | seohyeongwo (76561199070531434@steam) spawned as SCP-049.
2021-02-05 22:22:37.878 +09:00 | Game Event          | Class change   | Science Yasuo (76561198392832602@steam) spawned as Facility Guard.
2021-02-05 22:22:37.878 +09:00 | Game Event          | Class change   | 유판 (76561199011047974@steam) spawned as Class-D Personnel.
2021-02-05 22:22:37.878 +09:00 | Game Event          | Class change   | 크에늬 (76561198865520484@steam) spawned as Scientist.
2021-02-05 22:22:37.881 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-05 22:22:37.904 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | Scp049 | FacilityGuard | ClassD | Scientist | 
2021-02-05 22:23:51.276 +09:00 | Kill                | Class change   | Science Yasuo (76561198392832602@steam) playing as Facility Guard has been killed by seohyeongwo (76561199070531434@steam) using SCP-049 playing as SCP-049.
2021-02-05 22:26:08.536 +09:00 | Kill                | Class change   | 크에늬 (76561198865520484@steam) playing as Scientist has been killed by seohyeongwo (76561199070531434@steam) using SCP-049 playing as SCP-049.
2021-02-05 22:27:48.475 +09:00 | Game Event          | Warhead        | Science Yasuo (76561198392832602@steam) set the Alpha Warhead status to True.
2021-02-05 22:29:29.616 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) changed status effects for 5. players (effect: scp207=4).
2021-02-05 22:29:49.093 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) changed status effects for 5. players (effect: scp207=1).
2021-02-05 22:29:56.902 +09:00 | Game Event          | Logger         | Round finished! Anomalies: 4 | Chaos: 1 | Facility Forces: 0 | D escaped percentage: 0 | S escaped percentage: : 0
2021-02-05 22:30:06.373 +09:00 | Kill                | Class change   | Science Yasuo (76561198392832602@steam) playing as SCP-049-2 has been killed by WORLD using WALL.
2021-02-05 22:30:08.938 +09:00 | Kill                | Class change   | Goldmilk777 (76561198254130933@steam) playing as Chaos Insurgency has been killed by DISCONNECT using WALL.
2021-02-05 22:30:08.941 +09:00 | Connection update   | Networking     | Goldmilk777 76561198254130933@steam disconnected from IP address 192.168.0.1. Last class: Spectator (Spectator)
2021-02-05 22:30:08.961 +09:00 | Kill                | Class change   | seohyeongwo (76561199070531434@steam) playing as SCP-049 has been killed by DISCONNECT using WALL.
2021-02-05 22:30:08.967 +09:00 | Kill                | Class change   | 크에늬 (76561198865520484@steam) playing as SCP-049-2 has been killed by DISCONNECT using WALL.
2021-02-05 22:30:08.973 +09:00 | Kill                | Class change   | Science Yasuo (76561198392832602@steam) playing as Chaos Insurgency has been killed by DISCONNECT using WALL.
2021-02-05 22:30:08.979 +09:00 | Kill                | Class change   | 유판 (76561199011047974@steam) playing as SCP-049-2 has been killed by DISCONNECT using WALL.
2021-02-05 22:30:08.981 +09:00 | Connection update   | Networking     | seohyeongwo 76561199070531434@steam disconnected from IP address 121.147.228.219. Last class: Scp0492 (SCP-049-2)
2021-02-05 22:30:08.984 +09:00 | Connection update   | Networking     | 크에늬 76561198865520484@steam disconnected from IP address 218.54.19.23. Last class: ChaosInsurgency (Chaos Insurgency)
2021-02-05 22:30:08.986 +09:00 | Connection update   | Networking     | Science Yasuo 76561198392832602@steam disconnected from IP address 124.153.148.198. Last class: Scp0492 (SCP-049-2)
2021-02-05 22:30:08.988 +09:00 | Connection update   | Networking     | 유판 76561199011047974@steam disconnected from IP address 14.45.112.252. Last class: Spectator (Spectator)
