2021-02-07 20:33:34.220 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-07 20:34:13.885 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:55589.
2021-02-07 20:34:16.038 +09:00 | Connection update   | Networking     | 76561198956540241@steam preauthenticated from endpoint 175.116.70.90:52777.
2021-02-07 20:34:20.703 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:55589. Player ID assigned: 2. Auth token serial number: vEE9UMggaKb0fnLS
2021-02-07 20:34:20.748 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-07 20:34:20.814 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-07 20:34:29.559 +09:00 | Connection update   | Networking     | 76561198956540241@steam authenticated from endpoint 175.116.70.90:52777. Player ID assigned: 3. Auth token serial number: ZzuSG9xUMFDQ2Q8Y
2021-02-07 20:34:29.606 +09:00 | Connection update   | Networking     | Nickname of 76561198956540241@steam is now 눈사람.
2021-02-07 20:34:29.611 +09:00 | Connection update   | Permissions    | 눈사람 (76561198956540241@steam) has been assigned to group ADMIN.
2021-02-07 20:34:43.997 +09:00 | Connection update   | Networking     | 76561199074813952@steam preauthenticated from endpoint 112.157.114.246:65147.
2021-02-07 20:34:49.978 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-07 20:34:50.992 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as Class-D Personnel.
2021-02-07 20:34:50.992 +09:00 | Game Event          | Class change   | 눈사람 (76561198956540241@steam) spawned as SCP-106.
2021-02-07 20:34:50.996 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-07 20:34:51.004 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | Scp106 | 
2021-02-07 20:35:03.827 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by CmdSuicide using NONE.
2021-02-07 20:35:04.856 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by CmdSuicide using NONE.
2021-02-07 20:35:05.245 +09:00 | Connection update   | Networking     | 76561199074813952@steam authenticated from endpoint 112.157.114.246:65147. Player ID assigned: 4. Auth token serial number: meuLZgYfAmkp0vT/
2021-02-07 20:35:05.294 +09:00 | Connection update   | Networking     | Nickname of 76561199074813952@steam is now 반란 Восстание.
2021-02-07 20:35:05.298 +09:00 | Connection update   | Permissions    | 반란 Восстание (76561199074813952@steam) has been assigned to group ADMIN.
2021-02-07 20:35:17.794 +09:00 | Remote Admin        | Administrative | 반란 Восстание (76561199074813952@steam) ran the goto command on 2 players.
2021-02-07 20:35:35.365 +09:00 | Remote Admin        | Administrative | 눈사람 (76561198956540241@steam) ran the goto command on 2 players.
2021-02-07 20:36:13.667 +09:00 | Remote Admin        | Administrative | 반란 Восстание (76561199074813952@steam) ran the god command (new status: 1) on 4. players.
