2021-02-08 02:39:31.368 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-08 02:39:36.943 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:63872.
2021-02-08 02:39:45.165 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:63872. Player ID assigned: 2. Auth token serial number: neiA5fRvovBSN6fX
2021-02-08 02:39:45.197 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-08 02:39:45.265 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-08 02:39:51.118 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-08 02:39:51.118 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) forced round start.
2021-02-08 02:39:51.665 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as Class-D Personnel.
2021-02-08 02:39:51.668 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-08 02:39:51.676 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | 
2021-02-08 02:39:54.959 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 16 - SCP-939-53) on 2. players.
2021-02-08 02:39:58.111 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 5 - SCP-049) on 2. players.
2021-02-08 02:40:03.062 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 5 - SCP-049) on 2. players.
2021-02-08 02:40:08.195 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 5 - SCP-049) on 2. players.
