2021-02-05 17:06:07.133 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-05 17:06:08.704 +09:00 | Connection update   | Networking     | 76561198956540241@steam preauthenticated from endpoint 175.116.70.90:55163.
2021-02-05 17:06:09.154 +09:00 | Connection update   | Networking     | 76561199104262415@steam preauthenticated from endpoint 182.209.41.17:52815.
2021-02-05 17:06:11.685 +09:00 | Connection update   | Networking     | 76561198977674267@steam preauthenticated from endpoint 114.200.216.224:62298.
2021-02-05 17:06:13.979 +09:00 | Connection update   | Networking     | 76561199066085465@steam preauthenticated from endpoint 221.156.224.119:61740.
2021-02-05 17:06:13.992 +09:00 | Connection update   | Networking     | 76561199066203013@steam preauthenticated from endpoint 49.246.54.39:51367.
2021-02-05 17:06:13.995 +09:00 | Connection update   | Networking     | 76561199099468755@steam preauthenticated from endpoint 39.112.32.138:52800.
2021-02-05 17:06:14.106 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:61568.
2021-02-05 17:06:14.124 +09:00 | Connection update   | Networking     | 76561199135400812@steam preauthenticated from endpoint 182.213.144.167:60998.
2021-02-05 17:06:16.282 +09:00 | Connection update   | Networking     | 76561198956540241@steam authenticated from endpoint 175.116.70.90:55163. Player ID assigned: 2. Auth token serial number: UV7A7nEG5sdSdkeK
2021-02-05 17:06:16.314 +09:00 | Connection update   | Networking     | Nickname of 76561198956540241@steam is now 눈사람.
2021-02-05 17:06:16.315 +09:00 | Connection update   | Permissions    | 눈사람 (76561198956540241@steam) has been assigned to group ADMIN.
2021-02-05 17:06:17.003 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by DISCONNECT using WALL.
2021-02-05 17:06:17.004 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by DISCONNECT using WALL.
