2021-02-08 13:49:11.249 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-08 13:49:30.161 +09:00 | Connection update   | Networking     | 76561199062293441@steam preauthenticated from endpoint 117.53.203.194:49711.
2021-02-08 13:49:30.509 +09:00 | Connection update   | Networking     | 76561199049341214@steam preauthenticated from endpoint 175.113.6.103:55720.
2021-02-08 13:49:30.538 +09:00 | Connection update   | Networking     | 76561198857629393@steam preauthenticated from endpoint 221.141.217.143:56245.
2021-02-08 13:49:30.547 +09:00 | Connection update   | Networking     | 76561199061752679@steam preauthenticated from endpoint 39.124.100.80:65062.
2021-02-08 13:49:30.848 +09:00 | Connection update   | Networking     | 76561199095867920@steam preauthenticated from endpoint 119.198.123.49:53253.
2021-02-08 13:49:31.002 +09:00 | Connection update   | Networking     | 76561198956540241@steam preauthenticated from endpoint 175.116.70.90:51712.
2021-02-08 13:49:31.008 +09:00 | Connection update   | Networking     | 76561198973350306@steam preauthenticated from endpoint 211.199.49.125:50756.
2021-02-08 13:49:31.053 +09:00 | Connection update   | Networking     | 76561199120350243@steam preauthenticated from endpoint 220.122.243.142:55654.
2021-02-08 13:49:31.087 +09:00 | Connection update   | Networking     | 76561199062834504@steam preauthenticated from endpoint 58.124.224.248:50844.
2021-02-08 13:49:31.135 +09:00 | Connection update   | Networking     | 76561198821465008@steam preauthenticated from endpoint 180.66.36.139:57411.
2021-02-08 13:49:31.152 +09:00 | Connection update   | Networking     | 76561199081368590@steam preauthenticated from endpoint 39.116.43.87:56186.
2021-02-08 13:49:31.236 +09:00 | Connection update   | Networking     | 76561198271723943@steam preauthenticated from endpoint 115.161.221.245:55744.
2021-02-08 13:49:31.322 +09:00 | Connection update   | Networking     | 76561199112011688@steam preauthenticated from endpoint 125.130.124.154:62487.
2021-02-08 13:49:31.393 +09:00 | Connection update   | Networking     | 76561199138794390@steam preauthenticated from endpoint 1.237.8.112:64908.
2021-02-08 13:49:31.489 +09:00 | Connection update   | Networking     | 76561198886433658@steam preauthenticated from endpoint 221.164.61.4:53002.
2021-02-08 13:49:31.504 +09:00 | Connection update   | Networking     | 76561199104929451@steam preauthenticated from endpoint 116.126.89.251:61217.
2021-02-08 13:49:31.856 +09:00 | Connection update   | Networking     | 76561199102794914@steam preauthenticated from endpoint 219.240.106.249:50378.
2021-02-08 13:49:31.928 +09:00 | Connection update   | Networking     | 76561199099057757@steam preauthenticated from endpoint 59.11.191.194:61116.
2021-02-08 13:49:32.149 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:49324.
2021-02-08 13:49:32.850 +09:00 | Connection update   | Networking     | 76561199114210484@steam preauthenticated from endpoint 211.213.169.105:57698.
2021-02-08 13:49:37.027 +09:00 | Connection update   | Networking     | 76561199061752679@steam authenticated from endpoint 39.124.100.80:65062. Player ID assigned: 3. Auth token serial number: G2oEX7nfyxnfTVRx
2021-02-08 13:49:37.065 +09:00 | Connection update   | Networking     | Nickname of 76561199061752679@steam is now shsjhh.
2021-02-08 13:49:37.079 +09:00 | Connection update   | Networking     | 76561199062293441@steam authenticated from endpoint 117.53.203.194:49711. Player ID assigned: 2. Auth token serial number: jPP3IbIxeq87LW7c
2021-02-08 13:49:37.128 +09:00 | Connection update   | Networking     | Nickname of 76561199062293441@steam is now Marshall Lee.
2021-02-08 13:49:37.129 +09:00 | Connection update   | Networking     | Player (CharacterClassManager)) connected from IP 117.53.203.194 sent Do Not Track signal.
2021-02-08 13:49:37.749 +09:00 | Connection update   | Networking     | 76561198857629393@steam authenticated from endpoint 221.141.217.143:56245. Player ID assigned: 5. Auth token serial number: h1p16PA6PysCjdng
2021-02-08 13:49:37.782 +09:00 | Connection update   | Networking     | Nickname of 76561198857629393@steam is now 크리.
2021-02-08 13:49:37.786 +09:00 | Connection update   | Permissions    | 크리 (76561198857629393@steam) has been assigned to group ADMIN.
2021-02-08 13:49:38.087 +09:00 | Connection update   | Networking     | 76561199049341214@steam authenticated from endpoint 175.113.6.103:55720. Player ID assigned: 4. Auth token serial number: yFZ8Ypo9BDBsFmIS
2021-02-08 13:49:38.121 +09:00 | Connection update   | Networking     | Nickname of 76561199049341214@steam is now DSJ154.
2021-02-08 13:49:38.902 +09:00 | Connection update   | Networking     | 76561198821465008@steam authenticated from endpoint 180.66.36.139:57411. Player ID assigned: 9. Auth token serial number: gO/HtIzd4nS5YC8W
2021-02-08 13:49:38.949 +09:00 | Connection update   | Networking     | Nickname of 76561198821465008@steam is now 구링.
