2021-02-09 21:28:37.682 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-09 21:28:47.367 +09:00 | Connection update   | Networking     | 76561199003215516@steam preauthenticated from endpoint 218.147.5.47:55981.
2021-02-09 21:28:47.401 +09:00 | Connection update   | Networking     | 76561198392832602@steam preauthenticated from endpoint 124.153.148.198:61553.
2021-02-09 21:28:47.670 +09:00 | Connection update   | Networking     | 76561198956540241@steam preauthenticated from endpoint 175.116.70.90:54738.
2021-02-09 21:28:47.675 +09:00 | Connection update   | Networking     | 76561199112849985@steam preauthenticated from endpoint 211.187.127.126:60104.
2021-02-09 21:28:47.720 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:63797.
2021-02-09 21:28:55.100 +09:00 | Connection update   | Networking     | 76561199112849985@steam authenticated from endpoint 211.187.127.126:60104. Player ID assigned: 3. Auth token serial number: 98SjyvaVeZjZqYtt
2021-02-09 21:28:55.153 +09:00 | Connection update   | Networking     | Nickname of 76561199112849985@steam is now 하냥.
2021-02-09 21:28:55.157 +09:00 | Connection update   | Permissions    | 하냥 (76561199112849985@steam) has been assigned to group 서버2인자(관리자).
2021-02-09 21:28:55.205 +09:00 | Connection update   | Networking     | 76561199003215516@steam authenticated from endpoint 218.147.5.47:55981. Player ID assigned: 2. Auth token serial number: abjpBpx4tS9/21Bg
2021-02-09 21:28:55.257 +09:00 | Connection update   | Networking     | Nickname of 76561199003215516@steam is now kbs8956.
2021-02-09 21:28:55.762 +09:00 | Connection update   | Networking     | 76561198956540241@steam authenticated from endpoint 175.116.70.90:54738. Player ID assigned: 5. Auth token serial number: hNKP15XmrOQRnDgW
2021-02-09 21:28:55.798 +09:00 | Connection update   | Networking     | Nickname of 76561198956540241@steam is now Mini 049.
2021-02-09 21:28:55.802 +09:00 | Connection update   | Permissions    | Mini 049 (76561198956540241@steam) has been assigned to group 고위 관리자.
2021-02-09 21:28:56.146 +09:00 | Connection update   | Networking     | 76561198392832602@steam authenticated from endpoint 124.153.148.198:61553. Player ID assigned: 4. Auth token serial number: GI0xUoSuGO7d1plM
2021-02-09 21:28:56.197 +09:00 | Connection update   | Networking     | Nickname of 76561198392832602@steam is now Science Yasuo.
2021-02-09 21:28:56.201 +09:00 | Connection update   | Permissions    | Science Yasuo (76561198392832602@steam) has been assigned to group 과학자.
2021-02-09 21:29:00.904 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:63797. Player ID assigned: 6. Auth token serial number: S4qyxsLEInp22lMB
2021-02-09 21:29:00.937 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-09 21:29:00.941 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-09 21:29:04.801 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) forced a server event: DETONATION_START
2021-02-09 21:29:04.802 +09:00 | Game Event          | Warhead        | Countdown started.
2021-02-09 21:29:12.138 +09:00 | Remote Admin        | Administrative | 하냥 (76561199112849985@steam) forced a server event: DETONATION_INSTANT
2021-02-09 21:29:12.138 +09:00 | Game Event          | Warhead        | Countdown started.
2021-02-09 21:29:12.290 +09:00 | Remote Admin        | Administrative | 하냥 (76561199112849985@steam) forced a server event: DETONATION_INSTANT
2021-02-09 21:29:12.290 +09:00 | Game Event          | Warhead        | Countdown started.
2021-02-09 21:29:17.304 +09:00 | Game Event          | Warhead        | Warhead detonated.
2021-02-09 21:29:17.304 +09:00 | Remote Admin        | Administrative | LCZ decontamination has been disabled by detonation of the Alpha Warhead.
2021-02-09 21:29:20.178 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-09 21:29:21.186 +09:00 | Game Event          | Class change   | 하냥 (76561199112849985@steam) spawned as Class-D Personnel.
2021-02-09 21:29:21.186 +09:00 | Game Event          | Class change   | Science Yasuo (76561198392832602@steam) spawned as SCP-939-53.
2021-02-09 21:29:21.186 +09:00 | Game Event          | Class change   | kbs8956 (76561199003215516@steam) spawned as Facility Guard.
2021-02-09 21:29:21.186 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as Class-D Personnel.
2021-02-09 21:29:21.186 +09:00 | Game Event          | Class change   | Mini 049 (76561198956540241@steam) spawned as Scientist.
2021-02-09 21:29:21.189 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-09 21:29:21.213 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | Scp93953 | FacilityGuard | ClassD | Scientist | 
2021-02-09 21:29:27.727 +09:00 | Remote Admin        | Administrative | 하냥 (76561199112849985@steam) ran the bring command on 5. players.
2021-02-09 21:29:40.139 +09:00 | Remote Admin        | Administrative | Mini 049 (76561198956540241@steam) ran the give command (ID: 24) on 5. players.
2021-02-09 21:29:48.947 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the goto command on 3 players.
2021-02-09 21:29:54.901 +09:00 | Kill                | Class change   | Goldmilk777 (76561198254130933@steam) playing as Class-D Personnel has been killed by Mini 049 (76561198956540241@steam) using Logicier playing as Scientist.
2021-02-09 21:29:55.430 +09:00 | Remote Admin        | Class change   | 하냥 (76561199112849985@steam) ran the forceclass command (ID: 14 - Tutorial) on 3. players.
2021-02-09 21:29:58.279 +09:00 | Remote Admin        | Administrative | 하냥 (76561199112849985@steam) ran the god command (new status: 1) on 3. players.
2021-02-09 21:29:58.920 +09:00 | Remote Admin        | Administrative | 하냥 (76561199112849985@steam) ran the noclip command (new status: enable) on 3. players.
2021-02-09 21:30:01.512 +09:00 | Remote Admin        | Administrative | 하냥 (76561199112849985@steam) ran the goto command on 5 players.
2021-02-09 21:30:26.759 +09:00 | Kill                | Class change   | kbs8956 (76561199003215516@steam) playing as Facility Guard has been killed by Science Yasuo (76561198392832602@steam) using SCP-939 playing as SCP-939-53.
2021-02-09 21:30:31.606 +09:00 | Connection update   | Networking     | kbs8956 76561199003215516@steam disconnected from IP address 218.147.5.47. Last class: Spectator (Spectator)
2021-02-09 21:30:38.662 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 14 - Tutorial) on 6. players.
2021-02-09 21:30:41.886 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the bring command on 4. players.
2021-02-09 21:30:42.845 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the bring command on 5. players.
2021-02-09 21:30:43.853 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the bring command on 3. players.
2021-02-09 21:30:46.041 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 0 - SCP-173) on 4. players.
2021-02-09 21:30:47.060 +09:00 | Kill                | Class change   | Goldmilk777 (76561198254130933@steam) playing as Tutorial has been killed by Mini 049 (76561198956540241@steam) using Logicier playing as Scientist.
2021-02-09 21:30:50.522 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 14 - Tutorial) on 6. players.
2021-02-09 21:30:52.755 +09:00 | Kill                | Class change   | Goldmilk777 (76561198254130933@steam) playing as Tutorial has been killed by Mini 049 (76561198956540241@steam) using Logicier playing as Scientist.
2021-02-09 21:30:57.001 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 14 - Tutorial) on 6. players.
