2021-02-08 16:30:25.387 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-08 16:30:35.821 +09:00 | Connection update   | Networking     | 76561199049341214@steam preauthenticated from endpoint 175.113.6.103:55686.
2021-02-08 16:30:35.917 +09:00 | Connection update   | Networking     | 76561198392832602@steam preauthenticated from endpoint 124.153.148.198:56907.
2021-02-08 16:30:35.988 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:59867.
2021-02-08 16:30:36.044 +09:00 | Connection update   | Networking     | 76561199073424187@steam preauthenticated from endpoint 222.232.222.56:51168.
2021-02-08 16:30:36.439 +09:00 | Connection update   | Networking     | 76561198827084046@steam preauthenticated from endpoint 125.184.11.46:55813.
2021-02-08 16:30:36.490 +09:00 | Connection update   | Networking     | 76561199053868330@steam preauthenticated from endpoint 125.185.109.151:56387.
2021-02-08 16:30:42.986 +09:00 | Connection update   | Networking     | 76561199049341214@steam authenticated from endpoint 175.113.6.103:55686. Player ID assigned: 2. Auth token serial number: GZ9wzSsgLWD3KUh8
2021-02-08 16:30:43.017 +09:00 | Connection update   | Networking     | Nickname of 76561199049341214@steam is now DSJ154.
2021-02-08 16:30:43.150 +09:00 | Connection update   | Networking     | 76561198392832602@steam authenticated from endpoint 124.153.148.198:56907. Player ID assigned: 4. Auth token serial number: MCFMYX3lVgd7v/0r
2021-02-08 16:30:43.201 +09:00 | Connection update   | Networking     | Nickname of 76561198392832602@steam is now Science Yasuo(잼민이 혐오).
2021-02-08 16:30:43.269 +09:00 | Connection update   | Networking     | 76561199073424187@steam authenticated from endpoint 222.232.222.56:51168. Player ID assigned: 3. Auth token serial number: 8nXGl0NfnqXeVIjN
2021-02-08 16:30:43.353 +09:00 | Connection update   | Networking     | Nickname of 76561199073424187@steam is now 음아잇.
2021-02-08 16:30:45.220 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:59867. Player ID assigned: 5. Auth token serial number: hut3oQoDEkzr648s
2021-02-08 16:30:45.257 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-08 16:30:45.270 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-08 16:30:47.015 +09:00 | Connection update   | Networking     | 76561199053868330@steam authenticated from endpoint 125.185.109.151:56387. Player ID assigned: 6. Auth token serial number: 6MwSk8OrnXOQuThX
2021-02-08 16:30:47.051 +09:00 | Connection update   | Networking     | Nickname of 76561199053868330@steam is now 달.
2021-02-08 16:30:52.145 +09:00 | Connection update   | Networking     | 76561198827084046@steam authenticated from endpoint 125.184.11.46:55813. Player ID assigned: 7. Auth token serial number: pZoZVXIPaomzhQvn
2021-02-08 16:30:52.195 +09:00 | Connection update   | Networking     | Nickname of 76561198827084046@steam is now NOKK_녹크.
2021-02-08 16:30:52.195 +09:00 | Connection update   | Networking     | Player (CharacterClassManager)) connected from IP 125.184.11.46 sent Do Not Track signal.
2021-02-08 16:31:06.172 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the overwatch command (new status: 0) on 5. players.
2021-02-08 16:31:10.820 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-08 16:31:11.830 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as Class-D Personnel.
2021-02-08 16:31:11.830 +09:00 | Game Event          | Class change   | 달 (76561199053868330@steam) spawned as SCP-049.
2021-02-08 16:31:11.830 +09:00 | Game Event          | Class change   | 음아잇 (76561199073424187@steam) spawned as Facility Guard.
