2021-02-09 16:41:43.823 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-09 16:41:49.539 +09:00 | Connection update   | Networking     | 76561199043400671@steam preauthenticated from endpoint 58.238.197.130:64239.
2021-02-09 16:41:49.545 +09:00 | Connection update   | Networking     | 76561199070035492@steam preauthenticated from endpoint 218.146.128.138:55544.
2021-02-09 16:41:49.657 +09:00 | Connection update   | Networking     | 76561199112849985@steam preauthenticated from endpoint 211.187.127.126:59492.
2021-02-09 16:41:49.741 +09:00 | Connection update   | Networking     | 76561199035906994@steam preauthenticated from endpoint 182.213.66.8:56660.
2021-02-09 16:41:49.792 +09:00 | Connection update   | Networking     | 76561199073424187@steam preauthenticated from endpoint 222.232.222.56:49754.
2021-02-09 16:41:49.800 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:56666.
2021-02-09 16:41:50.577 +09:00 | Connection update   | Networking     | 76561199104262415@steam preauthenticated from endpoint 182.209.41.17:61522.
2021-02-09 16:41:56.086 +09:00 | Connection update   | Networking     | 76561199043400671@steam authenticated from endpoint 58.238.197.130:64239. Player ID assigned: 2. Auth token serial number: Q24hx/z1fETrb0PD
2021-02-09 16:41:56.149 +09:00 | Connection update   | Networking     | Nickname of 76561199043400671@steam is now junjjang0902.
2021-02-09 16:41:56.563 +09:00 | Connection update   | Networking     | 76561199112849985@steam authenticated from endpoint 211.187.127.126:59492. Player ID assigned: 3. Auth token serial number: o31JPNOY1m/dVxZt
2021-02-09 16:41:56.597 +09:00 | Connection update   | Networking     | Nickname of 76561199112849985@steam is now 하고찡.
2021-02-09 16:41:56.602 +09:00 | Connection update   | Permissions    | 하고찡 (76561199112849985@steam) has been assigned to group 서버2인자(관리자).
2021-02-09 16:41:57.502 +09:00 | Connection update   | Networking     | 76561199070035492@steam authenticated from endpoint 218.146.128.138:55544. Player ID assigned: 4. Auth token serial number: br3WmeUsELUAIort
2021-02-09 16:41:57.560 +09:00 | Connection update   | Networking     | Nickname of 76561199070035492@steam is now 학살자.
2021-02-09 16:41:57.795 +09:00 | Connection update   | Networking     | 76561199073424187@steam authenticated from endpoint 222.232.222.56:49754. Player ID assigned: 5. Auth token serial number: 8mcOOpE8caNh/JhM
2021-02-09 16:41:57.799 +09:00 | Connection update   | Networking     | 76561199035906994@steam authenticated from endpoint 182.213.66.8:56660. Player ID assigned: 6. Auth token serial number: 38/JcyaWIXnR2Fvk
2021-02-09 16:41:57.842 +09:00 | Connection update   | Networking     | Nickname of 76561199035906994@steam is now 또수(마이크 고침).
2021-02-09 16:41:57.851 +09:00 | Connection update   | Networking     | Nickname of 76561199073424187@steam is now 음아잇.
