2021-02-05 17:41:58.792 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-05 17:42:01.902 +09:00 | Connection update   | Networking     | 76561198979297897@steam preauthenticated from endpoint 125.128.133.88:59584.
2021-02-05 17:42:02.054 +09:00 | Connection update   | Networking     | 76561198862536750@steam preauthenticated from endpoint 125.128.133.87:60694.
2021-02-05 17:42:02.471 +09:00 | Connection update   | Networking     | 76561198956540241@steam preauthenticated from endpoint 175.116.70.90:59860.
2021-02-05 17:42:02.540 +09:00 | Connection update   | Networking     | 76561199099468755@steam preauthenticated from endpoint 39.112.32.138:56799.
2021-02-05 17:42:03.223 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:64627.
2021-02-05 17:42:03.304 +09:00 | Connection update   | Networking     | 76561198848548263@steam preauthenticated from endpoint 180.69.32.163:56555.
2021-02-05 17:42:09.443 +09:00 | Connection update   | Networking     | 76561198862536750@steam authenticated from endpoint 125.128.133.87:60694. Player ID assigned: 2. Auth token serial number: /4dStOw8bfnONDeZ
2021-02-05 17:42:09.476 +09:00 | Connection update   | Networking     | Nickname of 76561198862536750@steam is now sktws1.
2021-02-05 17:42:10.713 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by DISCONNECT using WALL.
2021-02-05 17:42:10.714 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by DISCONNECT using WALL.
2021-02-05 17:42:10.717 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by DISCONNECT using WALL.
2021-02-05 17:42:10.718 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by DISCONNECT using WALL.
2021-02-05 17:42:10.720 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by DISCONNECT using WALL.
