2021-02-06 16:45:45.923 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-06 16:46:03.284 +09:00 | Connection update   | Networking     | 76561198947166953@steam preauthenticated from endpoint 123.215.190.37:51410.
2021-02-06 16:46:03.418 +09:00 | Connection update   | Networking     | 76561199070531434@steam preauthenticated from endpoint 121.147.228.219:57897.
2021-02-06 16:46:03.485 +09:00 | Connection update   | Networking     | 76561198392832602@steam preauthenticated from endpoint 124.153.148.198:60203.
2021-02-06 16:46:03.806 +09:00 | Connection update   | Networking     | 76561198865520484@steam preauthenticated from endpoint 218.54.19.23:60198.
2021-02-06 16:46:03.957 +09:00 | Connection update   | Networking     | 76561198861785153@steam preauthenticated from endpoint 115.143.63.49:50961.
2021-02-06 16:46:04.226 +09:00 | Connection update   | Networking     | 76561199011047974@steam preauthenticated from endpoint 14.45.112.252:49332.
2021-02-06 16:46:10.577 +09:00 | Connection update   | Networking     | 76561199070531434@steam authenticated from endpoint 121.147.228.219:57897. Player ID assigned: 2. Auth token serial number: zlQzQPaJVhojs79Y
2021-02-06 16:46:10.625 +09:00 | Connection update   | Networking     | Nickname of 76561199070531434@steam is now seohyeongwo.
2021-02-06 16:46:11.800 +09:00 | Connection update   | Networking     | 76561198392832602@steam authenticated from endpoint 124.153.148.198:60203. Player ID assigned: 3. Auth token serial number: mxUVMcPLb08TAQKT
2021-02-06 16:46:11.832 +09:00 | Connection update   | Networking     | Nickname of 76561198392832602@steam is now Science Yasuo.
2021-02-06 16:46:13.634 +09:00 | Connection update   | Networking     | 76561198947166953@steam authenticated from endpoint 123.215.190.37:51410. Player ID assigned: 4. Auth token serial number: 0EwkRDARPtsT9FBB
2021-02-06 16:46:13.668 +09:00 | Connection update   | Networking     | Nickname of 76561198947166953@steam is now magiclcc.
2021-02-06 16:46:15.599 +09:00 | Connection update   | Networking     | 76561198861785153@steam authenticated from endpoint 115.143.63.49:50961. Player ID assigned: 5. Auth token serial number: 6VwLVZkA0ZDCkpT4
2021-02-06 16:46:15.649 +09:00 | Connection update   | Networking     | Nickname of 76561198861785153@steam is now ymo8220.
2021-02-06 16:46:19.646 +09:00 | Connection update   | Networking     | 76561199011047974@steam authenticated from endpoint 14.45.112.252:49332. Player ID assigned: 6. Auth token serial number: xtcXZ8P8SpV6dLip
2021-02-06 16:46:19.695 +09:00 | Connection update   | Networking     | Nickname of 76561199011047974@steam is now 유판.
2021-02-06 16:46:20.648 +09:00 | Connection update   | Networking     | 76561198865520484@steam authenticated from endpoint 218.54.19.23:60198. Player ID assigned: 7. Auth token serial number: vt0zBuhyku6Z84k9
2021-02-06 16:46:20.699 +09:00 | Connection update   | Networking     | Nickname of 76561198865520484@steam is now 크에늬.
2021-02-06 16:46:20.699 +09:00 | Connection update   | Networking     | Player (CharacterClassManager)) connected from IP 218.54.19.23 sent Do Not Track signal.
2021-02-06 16:46:40.199 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-06 16:46:41.202 +09:00 | Game Event          | Class change   | magiclcc (76561198947166953@steam) spawned as Class-D Personnel.
2021-02-06 16:46:41.202 +09:00 | Game Event          | Class change   | Science Yasuo (76561198392832602@steam) spawned as SCP-096.
2021-02-06 16:46:41.202 +09:00 | Game Event          | Class change   | 크에늬 (76561198865520484@steam) spawned as Facility Guard.
2021-02-06 16:46:41.202 +09:00 | Game Event          | Class change   | 유판 (76561199011047974@steam) spawned as Class-D Personnel.
2021-02-06 16:46:41.202 +09:00 | Game Event          | Class change   | seohyeongwo (76561199070531434@steam) spawned as Scientist.
2021-02-06 16:46:41.202 +09:00 | Game Event          | Class change   | ymo8220 (76561198861785153@steam) spawned as Facility Guard.
2021-02-06 16:46:41.204 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-06 16:46:41.229 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | Scp096 | FacilityGuard | ClassD | Scientist | FacilityGuard | 
2021-02-06 16:47:59.514 +09:00 | Game Event          | Warhead        | 크에늬 (76561198865520484@steam) set the Alpha Warhead status to True.
2021-02-06 16:49:27.226 +09:00 | Kill                | Class change   | ymo8220 (76561198861785153@steam) playing as Facility Guard has been killed by 81c9e990-1ace-484c-b37a-039dccabe63b using TESLA.
2021-02-06 16:51:50.623 +09:00 | Game Event          | Class change   | Player ymo8220 (76561198861785153@steam) respawned as ChaosInsurgency.
2021-02-06 16:51:50.623 +09:00 | Game Event          | Class change   | RespawnManager has successfully spawned 1 players as ChaosInsurgency!
2021-02-06 16:52:52.476 +09:00 | Kill                | Class change   | seohyeongwo (76561199070531434@steam) playing as Scientist has been killed by ymo8220 (76561198861785153@steam) using Logicier playing as Chaos Insurgency.
2021-02-06 16:54:08.978 +09:00 | Game Event          | Warhead        | 유판 (76561199011047974@steam) started the Alpha Warhead detonation.
2021-02-06 16:54:53.491 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:59907.
2021-02-06 16:55:11.491 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by CmdSuicide using NONE.
