2021-02-09 12:23:43.850 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-09 12:23:53.008 +09:00 | Connection update   | Networking     | 76561199112849985@steam preauthenticated from endpoint 211.187.127.126:58971.
2021-02-09 12:23:53.291 +09:00 | Connection update   | Networking     | 76561199105898799@steam preauthenticated from endpoint 1.237.241.155:59246.
2021-02-09 12:24:00.194 +09:00 | Connection update   | Networking     | 76561199112849985@steam authenticated from endpoint 211.187.127.126:58971. Player ID assigned: 2. Auth token serial number: WrroZZgRV1SQPzCu
2021-02-09 12:24:00.236 +09:00 | Connection update   | Networking     | Nickname of 76561199112849985@steam is now 하고찡.
2021-02-09 12:24:00.239 +09:00 | Connection update   | Permissions    | 하고찡 (76561199112849985@steam) has been assigned to group 관리자.
2021-02-09 12:24:01.175 +09:00 | Connection update   | Networking     | 76561199105898799@steam authenticated from endpoint 1.237.241.155:59246. Player ID assigned: 3. Auth token serial number: DjH/QlNCDnsDu3yV
2021-02-09 12:24:01.224 +09:00 | Connection update   | Networking     | Nickname of 76561199105898799@steam is now 아샌즈아시는구나 겁.나.
2021-02-09 12:24:13.584 +09:00 | Connection update   | Networking     | 아샌즈아시는구나 겁.나 76561199105898799@steam disconnected from IP address 1.237.241.155. Last class: Scp106 (SCP-106)
2021-02-09 12:28:17.316 +09:00 | Connection update   | Networking     | 76561199004733650@steam preauthenticated from endpoint 1.248.70.100:64346.
2021-02-09 12:28:24.524 +09:00 | Connection update   | Networking     | 76561199004733650@steam authenticated from endpoint 1.248.70.100:64346. Player ID assigned: 4. Auth token serial number: F5cJLtuaNCknMds8
2021-02-09 12:28:24.652 +09:00 | Connection update   | Networking     | Nickname of 76561199004733650@steam is now ribs7942.
2021-02-09 12:28:38.757 +09:00 | Connection update   | Networking     | 하고찡 76561199112849985@steam disconnected from IP address 211.187.127.126. Last class: Scp93989 (SCP-939-89)
2021-02-09 12:29:10.786 +09:00 | Connection update   | Networking     | ribs7942 76561199004733650@steam disconnected from IP address 1.248.70.100. Last class: Scp0492 (SCP-049-2)
2021-02-09 12:29:33.333 +09:00 | Connection update   | Networking     | 76561199004733650@steam preauthenticated from endpoint 1.248.70.100:59894.
2021-02-09 12:29:40.264 +09:00 | Connection update   | Networking     | 76561199004733650@steam authenticated from endpoint 1.248.70.100:59894. Player ID assigned: 5. Auth token serial number: bcE1qVd6eG4vfJft
2021-02-09 12:29:40.299 +09:00 | Connection update   | Networking     | Nickname of 76561199004733650@steam is now ribs7942.
2021-02-09 12:29:43.534 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:55643.
2021-02-09 12:29:48.165 +09:00 | Connection update   | Networking     | 76561198109926552@steam preauthenticated from endpoint 211.213.249.85:55128.
2021-02-09 12:29:55.822 +09:00 | Connection update   | Networking     | ribs7942 76561199004733650@steam disconnected from IP address 1.248.70.100. Last class: Scp173 (SCP-173)
2021-02-09 12:29:58.820 +09:00 | Connection update   | Networking     | 76561198109926552@steam authenticated from endpoint 211.213.249.85:55128. Player ID assigned: 6. Auth token serial number: V7wAuaWTwyDvCeUO
2021-02-09 12:29:59.818 +09:00 | Connection update   | Networking     | Nickname of 76561198109926552@steam is now UKUN.
2021-02-09 12:29:59.839 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:55643. Player ID assigned: 7. Auth token serial number: 2HFegeL5OgpV282m
2021-02-09 12:30:00.820 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-09 12:30:00.824 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-09 12:30:22.489 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-09 12:30:23.498 +09:00 | Game Event          | Class change   | UKUN (76561198109926552@steam) spawned as Class-D Personnel.
2021-02-09 12:30:23.498 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as SCP-173.
2021-02-09 12:30:23.501 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-09 12:30:23.507 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | Scp173 | 
2021-02-09 12:30:45.049 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 0 - SCP-173) on 6. players.
2021-02-09 12:30:48.567 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) forced a server event: DETONATION_START
2021-02-09 12:30:48.567 +09:00 | Game Event          | Warhead        | Countdown started.
2021-02-09 12:32:29.578 +09:00 | Game Event          | Warhead        | Warhead detonated.
2021-02-09 12:32:29.578 +09:00 | Remote Admin        | Administrative | LCZ decontamination has been disabled by detonation of the Alpha Warhead.
2021-02-09 12:32:29.579 +09:00 | Kill                | Class change   | Goldmilk777 (76561198254130933@steam) playing as SCP-173 has been killed by WORLD using NUKE.
2021-02-09 12:32:33.462 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 6 - Scientist) on 7. players.
2021-02-09 12:32:38.248 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 16) on 7. players.
2021-02-09 12:32:38.418 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 16) on 7. players.
2021-02-09 12:32:38.553 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 16) on 7. players.
2021-02-09 12:32:38.686 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 16) on 7. players.
2021-02-09 12:32:38.821 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 16) on 7. players.
2021-02-09 12:32:44.191 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the DoorTp command (Door: SURFACE_NUKE) on 6. players.
2021-02-09 12:32:47.486 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the DoorTp command (Door: SURFACE_NUKE) on 7. players.
2021-02-09 12:32:54.897 +09:00 | Kill                | Class change   | Goldmilk777 (76561198254130933@steam) playing as Scientist has been killed by UKUN (76561198109926552@steam) using SCP-173 playing as SCP-173.
