2021-02-05 19:22:20.909 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-05 19:22:25.869 +09:00 | Connection update   | Networking     | 76561199127254061@steam preauthenticated from endpoint 175.114.132.31:52856.
2021-02-05 19:22:25.900 +09:00 | Connection update   | Networking     | 76561198837864497@steam preauthenticated from endpoint 121.176.255.210:57621.
2021-02-05 19:22:26.169 +09:00 | Connection update   | Networking     | 76561199062834504@steam preauthenticated from endpoint 58.124.224.248:62884.
2021-02-05 19:22:26.270 +09:00 | Connection update   | Networking     | 76561198392832602@steam preauthenticated from endpoint 124.153.148.198:58964.
2021-02-05 19:22:26.293 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:58651.
2021-02-05 19:22:26.306 +09:00 | Connection update   | Networking     | 76561199124795249@steam preauthenticated from endpoint 112.187.162.92:54892.
2021-02-05 19:22:26.338 +09:00 | Connection update   | Networking     | 76561199075080065@steam preauthenticated from endpoint 125.185.60.191:64440.
2021-02-05 19:22:31.694 +09:00 | Connection update   | Networking     | 76561199129684642@steam preauthenticated from endpoint 1.238.79.181:54640.
2021-02-05 19:22:33.373 +09:00 | Connection update   | Networking     | 76561199124795249@steam authenticated from endpoint 112.187.162.92:54892. Player ID assigned: 3. Auth token serial number: kHcBZqwI9EWKt3sh
2021-02-05 19:22:33.408 +09:00 | Connection update   | Networking     | Nickname of 76561199124795249@steam is now kimbongho.
2021-02-05 19:22:33.480 +09:00 | Connection update   | Networking     | 76561198837864497@steam authenticated from endpoint 121.176.255.210:57621. Player ID assigned: 2. Auth token serial number: qwog7e1m9SR961tJ
2021-02-05 19:22:33.540 +09:00 | Connection update   | Networking     | Nickname of 76561198837864497@steam is now 이렇게 살아야 하나?.
2021-02-05 19:22:34.226 +09:00 | Connection update   | Networking     | 76561198392832602@steam authenticated from endpoint 124.153.148.198:58964. Player ID assigned: 4. Auth token serial number: 5WkXS2PUsvQ8fdO8
2021-02-05 19:22:34.283 +09:00 | Connection update   | Networking     | Nickname of 76561198392832602@steam is now Science Yasuo.
2021-02-05 19:22:34.706 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:58651. Player ID assigned: 5. Auth token serial number: HL/BWk/5PVwkms87
2021-02-05 19:22:34.721 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-05 19:22:34.726 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-05 19:22:35.066 +09:00 | Connection update   | Networking     | 76561199062834504@steam authenticated from endpoint 58.124.224.248:62884. Player ID assigned: 6. Auth token serial number: e1Pnf7pvP5i8fmAp
2021-02-05 19:22:35.114 +09:00 | Connection update   | Networking     | Nickname of 76561199062834504@steam is now joohoon001.
2021-02-05 19:22:36.202 +09:00 | Connection update   | Networking     | 76561199046272376@steam preauthenticated from endpoint 121.173.142.146:63964.
2021-02-05 19:22:36.232 +09:00 | Connection update   | Networking     | 76561199127254061@steam authenticated from endpoint 175.114.132.31:52856. Player ID assigned: 7. Auth token serial number: 7ykC7vy2qgLuaBX9
2021-02-05 19:22:36.265 +09:00 | Connection update   | Networking     | Nickname of 76561199127254061@steam is now SL중수.
2021-02-05 19:22:36.973 +09:00 | Connection update   | Networking     | 76561199075080065@steam authenticated from endpoint 125.185.60.191:64440. Player ID assigned: 8. Auth token serial number: e9tgSv56dRapLalv
2021-02-05 19:22:37.012 +09:00 | Connection update   | Networking     | Nickname of 76561199075080065@steam is now 카오스.
2021-02-05 19:22:57.010 +09:00 | Connection update   | Networking     | 76561199046272376@steam authenticated from endpoint 121.173.142.146:63964. Player ID assigned: 9. Auth token serial number: RxpFqv7tNEayU0t7
2021-02-05 19:22:57.058 +09:00 | Connection update   | Networking     | Nickname of 76561199046272376@steam is now hs384문어.
2021-02-05 19:23:00.416 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-05 19:23:01.428 +09:00 | Game Event          | Class change   | 이렇게 살아야 하나? (76561198837864497@steam) spawned as Class-D Personnel.
2021-02-05 19:23:01.428 +09:00 | Game Event          | Class change   | 카오스 (76561199075080065@steam) spawned as SCP-939-53.
2021-02-05 19:23:01.428 +09:00 | Game Event          | Class change   | joohoon001 (76561199062834504@steam) spawned as Facility Guard.
2021-02-05 19:23:01.428 +09:00 | Game Event          | Class change   | hs384문어 (76561199046272376@steam) spawned as Class-D Personnel.
2021-02-05 19:23:01.428 +09:00 | Game Event          | Class change   | SL중수 (76561199127254061@steam) spawned as Scientist.
2021-02-05 19:23:01.428 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as Facility Guard.
2021-02-05 19:23:01.428 +09:00 | Game Event          | Class change   | kimbongho (76561199124795249@steam) spawned as Class-D Personnel.
2021-02-05 19:23:01.428 +09:00 | Game Event          | Class change   | Science Yasuo (76561198392832602@steam) spawned as SCP-173.
2021-02-05 19:23:01.431 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-05 19:23:01.473 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | Scp93953 | FacilityGuard | ClassD | Scientist | FacilityGuard | ClassD | Scp173 | 
2021-02-05 19:23:48.833 +09:00 | Kill                | Class change   | kimbongho (76561199124795249@steam) playing as Class-D Personnel has been killed by Science Yasuo (76561198392832602@steam) using SCP-173 playing as SCP-173.
2021-02-05 19:23:53.234 +09:00 | Connection update   | Networking     | kimbongho 76561199124795249@steam disconnected from IP address 112.187.162.92. Last class: Spectator (Spectator)
2021-02-05 19:24:10.104 +09:00 | Connection update   | Networking     | 76561199129684642@steam authenticated from endpoint 1.238.79.181:54640. Player ID assigned: 10. Auth token serial number: 19EXTm2wGkWmlSSb
2021-02-05 19:24:14.371 +09:00 | Connection update   | Networking     | Nickname of 76561199129684642@steam is now 아진짜.
2021-02-05 19:24:39.589 +09:00 | Kill                | Class change   | 이렇게 살아야 하나? (76561198837864497@steam) playing as Class-D Personnel has been killed by Science Yasuo (76561198392832602@steam) using SCP-173 playing as SCP-173.
2021-02-05 19:25:07.271 +09:00 | Connection update   | Networking     | 아진짜 76561199129684642@steam disconnected from IP address 1.238.79.181. Last class: Spectator (Spectator)
2021-02-05 19:26:29.247 +09:00 | Kill                | Class change   | Goldmilk777 (76561198254130933@steam) playing as Facility Guard has been killed by Science Yasuo (76561198392832602@steam) using SCP-173 playing as SCP-173.
2021-02-05 19:26:32.918 +09:00 | Kill                | Class change   | joohoon001 (76561199062834504@steam) playing as Facility Guard has been killed by 카오스 (76561199075080065@steam) using SCP-939 playing as SCP-939-53.
2021-02-05 19:26:44.152 +09:00 | Connection update   | Networking     | 76561198992362568@steam preauthenticated from endpoint 122.44.48.178:62956.
2021-02-05 19:26:58.687 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by CmdSuicide using NONE.
2021-02-05 19:26:59.514 +09:00 | Connection update   | Networking     | 76561198992362568@steam authenticated from endpoint 122.44.48.178:62956. Player ID assigned: 11. Auth token serial number: Cshlb9/NMy9LExaP
2021-02-05 19:26:59.582 +09:00 | Connection update   | Networking     | Nickname of 76561198992362568@steam is now 황금돼지.
2021-02-05 19:28:00.157 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) set CI spawn tickets amount to 15.
2021-02-05 19:28:00.357 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) set CI spawn tickets amount to 16.
2021-02-05 19:28:00.508 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) set CI spawn tickets amount to 17.
2021-02-05 19:28:00.675 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) set CI spawn tickets amount to 18.
2021-02-05 19:28:00.811 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) set CI spawn tickets amount to 19.
2021-02-05 19:28:00.962 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) set CI spawn tickets amount to 20.
