2021-02-09 18:22:31.775 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-09 18:22:34.800 +09:00 | Connection update   | Networking     | 76561199079784862@steam preauthenticated from endpoint 118.34.141.34:63627.
2021-02-09 18:22:37.745 +09:00 | Connection update   | Networking     | 76561198983103903@steam preauthenticated from endpoint 115.89.151.197:57113.
2021-02-09 18:22:37.782 +09:00 | Connection update   | Networking     | 76561198392832602@steam preauthenticated from endpoint 124.153.148.198:51023.
2021-02-09 18:22:37.797 +09:00 | Connection update   | Networking     | 76561198971793383@steam preauthenticated from endpoint 124.53.42.15:53668.
2021-02-09 18:22:38.829 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:49961.
2021-02-09 18:22:38.842 +09:00 | Connection update   | Networking     | 76561199062019912@steam preauthenticated from endpoint 1.242.246.5:51108.
2021-02-09 18:22:38.846 +09:00 | Connection update   | Networking     | 76561199066085465@steam preauthenticated from endpoint 221.156.224.119:55643.
2021-02-09 18:22:38.849 +09:00 | Connection update   | Networking     | 76561199043400671@steam preauthenticated from endpoint 58.238.197.130:65419.
2021-02-09 18:22:38.881 +09:00 | Connection update   | Networking     | 76561198366814741@steam preauthenticated from endpoint 175.177.40.27:59188.
2021-02-09 18:22:38.885 +09:00 | Connection update   | Networking     | 76561199073424187@steam preauthenticated from endpoint 222.232.222.56:50196.
2021-02-09 18:22:45.365 +09:00 | Connection update   | Networking     | 76561198971793383@steam authenticated from endpoint 124.53.42.15:53668. Player ID assigned: 2. Auth token serial number: u0FIyVGiAk6vWVGn
2021-02-09 18:22:45.414 +09:00 | Connection update   | Networking     | Nickname of 76561198971793383@steam is now ges125.
2021-02-09 18:22:46.078 +09:00 | Connection update   | Networking     | 76561198392832602@steam authenticated from endpoint 124.153.148.198:51023. Player ID assigned: 3. Auth token serial number: iHkZyZqRRtJFrcoN
2021-02-09 18:22:46.141 +09:00 | Connection update   | Networking     | Nickname of 76561198392832602@steam is now Science Yasuo.
2021-02-09 18:22:46.146 +09:00 | Connection update   | Permissions    | Science Yasuo (76561198392832602@steam) has been assigned to group 과학자.
2021-02-09 18:22:46.495 +09:00 | Connection update   | Networking     | 76561199073424187@steam authenticated from endpoint 222.232.222.56:50196. Player ID assigned: 6. Auth token serial number: WWbrXB55ZG2XiGrE
2021-02-09 18:22:46.546 +09:00 | Connection update   | Networking     | Nickname of 76561199073424187@steam is now 음아잇.
2021-02-09 18:22:46.563 +09:00 | Connection update   | Networking     | 76561199043400671@steam authenticated from endpoint 58.238.197.130:65419. Player ID assigned: 4. Auth token serial number: 91xYqZCZ0ES4cqk9
2021-02-09 18:22:46.611 +09:00 | Connection update   | Networking     | Nickname of 76561199043400671@steam is now junjjang0902.
2021-02-09 18:22:46.933 +09:00 | Connection update   | Networking     | 76561198983103903@steam authenticated from endpoint 115.89.151.197:57113. Player ID assigned: 5. Auth token serial number: YZd9QxLlWsiWKwJA
2021-02-09 18:22:46.966 +09:00 | Connection update   | Networking     | Nickname of 76561198983103903@steam is now 우병우띠오사스.
2021-02-09 18:22:47.270 +09:00 | Connection update   | Networking     | 76561199066085465@steam authenticated from endpoint 221.156.224.119:55643. Player ID assigned: 7. Auth token serial number: wHtDA3q98K4IUBGo
2021-02-09 18:22:47.320 +09:00 | Connection update   | Networking     | Nickname of 76561199066085465@steam is now 쵸리.
2021-02-09 18:22:47.593 +09:00 | Connection update   | Networking     | 76561198366814741@steam authenticated from endpoint 175.177.40.27:59188. Player ID assigned: 8. Auth token serial number: fUH2t9F9JTxV2dOM
2021-02-09 18:22:47.661 +09:00 | Connection update   | Networking     | Nickname of 76561198366814741@steam is now nonosama2.
2021-02-09 18:22:47.979 +09:00 | Connection update   | Networking     | 76561199062019912@steam authenticated from endpoint 1.242.246.5:51108. Player ID assigned: 9. Auth token serial number: cDriks1Iz57bQuw9
