2021-02-08 19:31:12.072 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-08 19:31:31.741 +09:00 | Connection update   | Networking     | 76561198956540241@steam preauthenticated from endpoint 175.116.70.90:55162.
2021-02-08 19:31:31.792 +09:00 | Connection update   | Networking     | 76561199128672145@steam preauthenticated from endpoint 1.244.226.51:53222.
2021-02-08 19:31:31.826 +09:00 | Connection update   | Networking     | 76561198109926552@steam preauthenticated from endpoint 211.213.249.85:60217.
2021-02-08 19:31:31.843 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:59927.
2021-02-08 19:31:31.936 +09:00 | Connection update   | Networking     | 76561198857629393@steam preauthenticated from endpoint 221.141.217.143:52560.
2021-02-08 19:31:32.051 +09:00 | Connection update   | Networking     | 76561198392832602@steam preauthenticated from endpoint 124.153.148.198:59286.
2021-02-08 19:31:32.296 +09:00 | Connection update   | Networking     | 76561198977412318@steam preauthenticated from endpoint 58.237.121.251:54138.
2021-02-08 19:31:32.368 +09:00 | Connection update   | Networking     | 76561199123553986@steam preauthenticated from endpoint 175.208.101.192:56626.
2021-02-08 19:31:32.442 +09:00 | Connection update   | Networking     | 76561199087358210@steam preauthenticated from endpoint 61.253.118.21:56868.
2021-02-08 19:31:38.811 +09:00 | Connection update   | Networking     | 76561198109926552@steam authenticated from endpoint 211.213.249.85:60217. Player ID assigned: 2. Auth token serial number: JqXdy9SqY7hRP9gg
2021-02-08 19:31:38.861 +09:00 | Connection update   | Networking     | Nickname of 76561198109926552@steam is now UKUN.
2021-02-08 19:31:39.157 +09:00 | Connection update   | Networking     | 76561198857629393@steam authenticated from endpoint 221.141.217.143:52560. Player ID assigned: 4. Auth token serial number: SZomWw62c1gZ5wRh
2021-02-08 19:31:39.191 +09:00 | Connection update   | Networking     | Nickname of 76561198857629393@steam is now 크리.
2021-02-08 19:31:39.194 +09:00 | Connection update   | Permissions    | 크리 (76561198857629393@steam) has been assigned to group ADMIN.
2021-02-08 19:31:39.457 +09:00 | Connection update   | Networking     | 76561198956540241@steam authenticated from endpoint 175.116.70.90:55162. Player ID assigned: 5. Auth token serial number: RdPafPIcWq/RS95A
2021-02-08 19:31:39.491 +09:00 | Connection update   | Networking     | Nickname of 76561198956540241@steam is now 눈사람.
2021-02-08 19:31:39.494 +09:00 | Connection update   | Permissions    | 눈사람 (76561198956540241@steam) has been assigned to group ADMIN.
2021-02-08 19:31:39.641 +09:00 | Connection update   | Networking     | 76561199128672145@steam authenticated from endpoint 1.244.226.51:53222. Player ID assigned: 3. Auth token serial number: sQvTYlu8TOx8ccW0
2021-02-08 19:31:39.657 +09:00 | Connection update   | Networking     | 76561198977412318@steam authenticated from endpoint 58.237.121.251:54138. Player ID assigned: 8. Auth token serial number: TG7tCvGH72KO7jGl
2021-02-08 19:31:39.674 +09:00 | Connection update   | Networking     | Nickname of 76561199128672145@steam is now hojjun0818.
2021-02-08 19:31:39.708 +09:00 | Connection update   | Networking     | Nickname of 76561198977412318@steam is now 머니샵.
2021-02-08 19:31:40.184 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:59927. Player ID assigned: 7. Auth token serial number: egB5iY8rMS8QdyxO
2021-02-08 19:31:40.217 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-08 19:31:40.221 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-08 19:31:40.289 +09:00 | Connection update   | Networking     | 76561198392832602@steam authenticated from endpoint 124.153.148.198:59286. Player ID assigned: 6. Auth token serial number: 3NKET/n436Z/mQo/
2021-02-08 19:31:40.337 +09:00 | Connection update   | Networking     | Nickname of 76561198392832602@steam is now Science Yasuo(잼민이 혐오).
2021-02-08 19:31:40.342 +09:00 | Connection update   | Permissions    | Science Yasuo(잼민이 혐오) (76561198392832602@steam) has been assigned to group 과학자.
2021-02-08 19:31:45.398 +09:00 | Connection update   | Networking     | 76561199123553986@steam authenticated from endpoint 175.208.101.192:56626. Player ID assigned: 9. Auth token serial number: oTJHF9W7dL79WqWP
2021-02-08 19:31:45.449 +09:00 | Connection update   | Networking     | Nickname of 76561199123553986@steam is now 나만없어고양이.
2021-02-08 19:31:46.426 +09:00 | Connection update   | Networking     | 76561199087358210@steam authenticated from endpoint 61.253.118.21:56868. Player ID assigned: 10. Auth token serial number: b2KAafJKRPyCgXDu
2021-02-08 19:31:46.460 +09:00 | Connection update   | Networking     | Nickname of 76561199087358210@steam is now msn0088.
2021-02-08 19:31:46.460 +09:00 | Connection update   | Networking     | Player (CharacterClassManager)) connected from IP 61.253.118.21 sent Do Not Track signal.
2021-02-08 19:32:05.668 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-08 19:32:06.680 +09:00 | Game Event          | Class change   | UKUN (76561198109926552@steam) spawned as Class-D Personnel.
2021-02-08 19:32:06.680 +09:00 | Game Event          | Class change   | 눈사람 (76561198956540241@steam) spawned as SCP-106.
2021-02-08 19:32:06.680 +09:00 | Game Event          | Class change   | 머니샵 (76561198977412318@steam) spawned as Facility Guard.
2021-02-08 19:32:06.680 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as Class-D Personnel.
2021-02-08 19:32:06.680 +09:00 | Game Event          | Class change   | 크리 (76561198857629393@steam) spawned as Scientist.
2021-02-08 19:32:06.680 +09:00 | Game Event          | Class change   | Science Yasuo(잼민이 혐오) (76561198392832602@steam) spawned as Facility Guard.
2021-02-08 19:32:06.680 +09:00 | Game Event          | Class change   | 나만없어고양이 (76561199123553986@steam) spawned as Class-D Personnel.
2021-02-08 19:32:06.680 +09:00 | Game Event          | Class change   | hojjun0818 (76561199128672145@steam) spawned as SCP-049.
2021-02-08 19:32:06.680 +09:00 | Game Event          | Class change   | msn0088 (76561199087358210@steam) spawned as Scientist.
2021-02-08 19:32:06.683 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-08 19:32:06.719 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | Scp106 | FacilityGuard | ClassD | Scientist | FacilityGuard | ClassD | Scp049 | Scientist | 
2021-02-08 19:32:13.233 +09:00 | Connection update   | Networking     | 76561199093352805@steam preauthenticated from endpoint 211.37.72.148:56176.
2021-02-08 19:32:25.107 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by CmdSuicide using NONE.
2021-02-08 19:32:26.085 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by CmdSuicide using NONE.
2021-02-08 19:32:26.525 +09:00 | Connection update   | Networking     | 76561199093352805@steam authenticated from endpoint 211.37.72.148:56176. Player ID assigned: 11. Auth token serial number: wAv6Ot/wcUbFwf8T
2021-02-08 19:32:26.576 +09:00 | Connection update   | Networking     | Nickname of 76561199093352805@steam is now 매미가되고싶은고구마.
2021-02-08 19:33:09.056 +09:00 | Kill                | Class change   | hojjun0818 (76561199128672145@steam) playing as SCP-049 has been killed by fcc51d6f-5365-42c2-a0f4-94c353311d33 using TESLA.
2021-02-08 19:33:14.832 +09:00 | Game Event          | Logger         | Player 머니샵 (76561198977412318@steam) threw a flash grenade.
2021-02-08 19:33:17.841 +09:00 | Game Event          | Logger         | Player 머니샵 (76561198977412318@steam)'s flash grenade exploded.
2021-02-08 19:33:20.345 +09:00 | Remote Admin        | Administrative | 눈사람 (76561198956540241@steam) ran the bring command on 7. players.
2021-02-08 19:33:22.098 +09:00 | Game Event          | Logger         | Player Science Yasuo(잼민이 혐오) (76561198392832602@steam) threw a flash grenade.
2021-02-08 19:33:24.024 +09:00 | Connection update   | Networking     | hojjun0818 76561199128672145@steam disconnected from IP address 1.244.226.51. Last class: Spectator (Spectator)
2021-02-08 19:33:25.090 +09:00 | Game Event          | Logger         | Player Science Yasuo(잼민이 혐오) (76561198392832602@steam)'s flash grenade exploded.
2021-02-08 19:33:39.625 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 5 - SCP-049) on 7. players.
2021-02-08 19:35:26.752 +09:00 | Kill                | Class change   | UKUN (76561198109926552@steam) playing as Class-D Personnel has been killed by WORLD using POCKET.
2021-02-08 19:37:18.236 +09:00 | Game Event          | Class change   | Player UKUN (76561198109926552@steam) respawned as NtfCommander.
2021-02-08 19:37:18.236 +09:00 | Game Event          | Class change   | RespawnManager has successfully spawned 1 players as NineTailedFox!
2021-02-08 19:38:04.653 +09:00 | Game Event          | Logger         | Player 크리 (76561198857629393@steam) threw a flash grenade.
2021-02-08 19:38:07.659 +09:00 | Game Event          | Logger         | Player 크리 (76561198857629393@steam)'s flash grenade exploded.
