2021-02-08 14:21:57.029 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-08 14:22:42.022 +09:00 | Connection update   | Networking     | 76561198857629393@steam preauthenticated from endpoint 221.141.217.143:52179.
2021-02-08 14:22:49.377 +09:00 | Connection update   | Networking     | 76561198857629393@steam authenticated from endpoint 221.141.217.143:52179. Player ID assigned: 2. Auth token serial number: T7x1a5XQW4nYA9yC
2021-02-08 14:22:49.426 +09:00 | Connection update   | Networking     | Nickname of 76561198857629393@steam is now 크리.
2021-02-08 14:22:49.513 +09:00 | Connection update   | Permissions    | 크리 (76561198857629393@steam) has been assigned to group ADMIN.
2021-02-08 14:22:51.708 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:62694.
2021-02-08 14:22:54.689 +09:00 | Connection update   | Networking     | 76561199074813952@steam preauthenticated from endpoint 112.157.114.246:60999.
2021-02-08 14:23:04.213 +09:00 | Connection update   | Networking     | 76561199074813952@steam authenticated from endpoint 112.157.114.246:60999. Player ID assigned: 3. Auth token serial number: FX5RaylF9Bjb5dxB
2021-02-08 14:23:04.274 +09:00 | Connection update   | Networking     | Nickname of 76561199074813952@steam is now 반란 Восстание.
2021-02-08 14:23:04.278 +09:00 | Connection update   | Permissions    | 반란 Восстание (76561199074813952@steam) has been assigned to group ADMIN.
2021-02-08 14:23:09.053 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:62694. Player ID assigned: 4. Auth token serial number: OoyvdjbBbW3161EW
2021-02-08 14:23:09.090 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-08 14:23:09.101 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-08 14:23:27.073 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-08 14:23:28.084 +09:00 | Game Event          | Class change   | 반란 Восстание (76561199074813952@steam) spawned as Class-D Personnel.
2021-02-08 14:23:28.084 +09:00 | Game Event          | Class change   | 크리 (76561198857629393@steam) spawned as SCP-173.
2021-02-08 14:23:28.084 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as Facility Guard.
2021-02-08 14:23:28.088 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-08 14:23:28.103 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | Scp173 | FacilityGuard | 
2021-02-08 14:23:43.475 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 9 - SCP-096) on 4. players.
2021-02-08 14:23:46.195 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 7 - SCP-079) on 4. players.
2021-02-08 14:23:48.576 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 10 - SCP-049-2) on 4. players.
2021-02-08 14:23:50.901 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 5 - SCP-049) on 4. players.
2021-02-08 14:23:51.191 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 5 - SCP-049) on 4. players.
2021-02-08 14:24:04.735 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 2 - Spectator) on 4. players.
