2021-02-09 14:31:23.476 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-09 14:31:31.179 +09:00 | Connection update   | Networking     | (null) (no ID) disconnected from IP address 220.92.149.178. Last class: None (NOT SPAWNED)
2021-02-09 14:31:36.704 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:59872.
2021-02-09 14:31:36.740 +09:00 | Connection update   | Networking     | 76561199100830503@steam preauthenticated from endpoint 59.151.213.75:53008.
2021-02-09 14:31:44.451 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:59872. Player ID assigned: 3. Auth token serial number: AXsaXAmy4ePVlrZ7
2021-02-09 14:31:44.482 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-09 14:31:44.484 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-09 14:31:46.239 +09:00 | Connection update   | Networking     | 76561199100830503@steam authenticated from endpoint 59.151.213.75:53008. Player ID assigned: 4. Auth token serial number: wT62Hv7HpT1wGTjF
2021-02-09 14:31:46.301 +09:00 | Connection update   | Networking     | Nickname of 76561199100830503@steam is now csg20160111.
2021-02-09 14:31:52.381 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) opened door 173_GATE.
2021-02-09 14:32:06.820 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-09 14:32:07.833 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as Class-D Personnel.
2021-02-09 14:32:07.833 +09:00 | Game Event          | Class change   | csg20160111 (76561199100830503@steam) spawned as SCP-173.
2021-02-09 14:32:07.836 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-09 14:32:07.841 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | Scp173 | 
