2021-02-05 17:31:09.189 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-05 17:31:14.129 +09:00 | Connection update   | Networking     | 76561198979297897@steam preauthenticated from endpoint 125.128.133.88:52374.
2021-02-05 17:31:14.344 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:49864.
2021-02-05 17:31:14.523 +09:00 | Connection update   | Networking     | 76561198956540241@steam preauthenticated from endpoint 175.116.70.90:56234.
2021-02-05 17:31:14.628 +09:00 | Connection update   | Networking     | 76561198848548263@steam preauthenticated from endpoint 180.69.32.163:57131.
2021-02-05 17:31:14.967 +09:00 | Connection update   | Networking     | 76561199099468755@steam preauthenticated from endpoint 39.112.32.138:50061.
2021-02-05 17:31:22.236 +09:00 | Connection update   | Networking     | 76561198956540241@steam authenticated from endpoint 175.116.70.90:56234. Player ID assigned: 2. Auth token serial number: NTjsICzcs8LdxRw6
2021-02-05 17:31:22.312 +09:00 | Connection update   | Networking     | Nickname of 76561198956540241@steam is now 눈사람.
2021-02-05 17:31:22.386 +09:00 | Connection update   | Permissions    | 눈사람 (76561198956540241@steam) has been assigned to group ADMIN.
2021-02-05 17:31:23.410 +09:00 | Connection update   | Networking     | 76561198979297897@steam authenticated from endpoint 125.128.133.88:52374. Player ID assigned: 4. Auth token serial number: Zeyh8NKr5ImcGHab
2021-02-05 17:31:23.444 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:49864. Player ID assigned: 3. Auth token serial number: pKLcQK4BUiJ5l1b7
2021-02-05 17:31:23.447 +09:00 | Connection update   | Networking     | Nickname of 76561198979297897@steam is now 메이드 (ESP사용중)(어그.
2021-02-05 17:31:23.484 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-05 17:31:23.488 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-05 17:31:23.730 +09:00 | Connection update   | Networking     | 76561199099468755@steam authenticated from endpoint 39.112.32.138:50061. Player ID assigned: 6. Auth token serial number: hRosI5k1SN9edZ6t
2021-02-05 17:31:23.763 +09:00 | Connection update   | Networking     | Nickname of 76561199099468755@steam is now a29899703.
2021-02-05 17:31:23.856 +09:00 | Connection update   | Networking     | 76561198848548263@steam authenticated from endpoint 180.69.32.163:57131. Player ID assigned: 5. Auth token serial number: cxjRuX0lelQO56Ff
2021-02-05 17:31:23.908 +09:00 | Connection update   | Networking     | Nickname of 76561198848548263@steam is now 도전과제....
2021-02-05 17:31:40.378 +09:00 | Connection update   | Networking     | 76561198862536750@steam preauthenticated from endpoint 125.128.133.87:50033.
2021-02-05 17:31:45.709 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-05 17:31:46.724 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as Class-D Personnel.
2021-02-05 17:31:46.724 +09:00 | Game Event          | Class change   | 도전과제... (76561198848548263@steam) spawned as SCP-096.
2021-02-05 17:31:46.724 +09:00 | Game Event          | Class change   | a29899703 (76561199099468755@steam) spawned as Facility Guard.
2021-02-05 17:31:46.724 +09:00 | Game Event          | Class change   | 눈사람 (76561198956540241@steam) spawned as Class-D Personnel.
2021-02-05 17:31:46.724 +09:00 | Game Event          | Class change   | 메이드 (ESP사용중)(어그 (76561198979297897@steam) spawned as Scientist.
2021-02-05 17:31:46.727 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-05 17:31:46.749 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | Scp096 | FacilityGuard | ClassD | Scientist | 
2021-02-05 17:31:47.058 +09:00 | Connection update   | Networking     | 76561198862536750@steam authenticated from endpoint 125.128.133.87:50033. Player ID assigned: 7. Auth token serial number: E0nZPxQjxK0XwxhQ
2021-02-05 17:31:47.092 +09:00 | Connection update   | Networking     | Nickname of 76561198862536750@steam is now sktws1.
2021-02-05 17:31:47.236 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) has no class assigned (Spectator).
2021-02-05 17:31:47.236 +09:00 | Game Event          | Class change   | sktws1 (76561198862536750@steam) has no class assigned (Spectator).
2021-02-05 17:31:47.236 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as Class-D Personnel.
2021-02-05 17:31:47.236 +09:00 | Game Event          | Class change   | sktws1 (76561198862536750@steam) spawned as SCP-939-53.
2021-02-05 17:31:47.239 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-05 17:31:47.246 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | Scp93953 | 
2021-02-05 17:31:55.790 +09:00 | Remote Admin        | Class change   | 눈사람 (76561198956540241@steam) ran the overwatch command (new status: 1) on 2. players.
2021-02-05 17:32:40.618 +09:00 | Kill                | Class change   | a29899703 (76561199099468755@steam) playing as Facility Guard has been killed by sktws1 (76561198862536750@steam) using SCP-939 playing as SCP-939-53.
2021-02-05 17:33:51.475 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the overwatch command (new status: 0) on 3. players.
2021-02-05 17:33:51.811 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the bypass mode command (new status: 0) on 3. players.
2021-02-05 17:33:52.333 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the god command (new status: 0) on 3. players.
2021-02-05 17:34:54.645 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the overwatch command (new status: 1) on 3. players.
2021-02-05 17:34:55.133 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the overwatch command (new status: 0) on 3. players.
2021-02-05 17:35:06.558 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the overwatch command (new status: 1) on  players.
2021-02-05 17:35:10.243 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the overwatch command (new status: 1) on 3. players.
2021-02-05 17:36:56.488 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the overwatch command (new status: 0) on 3. players.
