2021-02-08 12:33:47.830 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-08 12:33:52.757 +09:00 | Connection update   | Networking     | 76561198308894853@steam preauthenticated from endpoint 220.92.149.178:54266.
2021-02-08 12:34:00.954 +09:00 | Connection update   | Networking     | 76561198308894853@steam authenticated from endpoint 220.92.149.178:54266. Player ID assigned: 2. Auth token serial number: CW0zVpF1WU/QunOj
2021-02-08 12:34:01.018 +09:00 | Connection update   | Networking     | Nickname of 76561198308894853@steam is now 눈누난나.
2021-02-08 12:34:09.637 +09:00 | Connection update   | Networking     | 76561198392832602@steam preauthenticated from endpoint 124.153.148.198:49249.
2021-02-08 12:34:09.717 +09:00 | Connection update   | Networking     | 76561199110281734@steam preauthenticated from endpoint 121.151.147.83:58276.
2021-02-08 12:34:09.741 +09:00 | Connection update   | Networking     | 76561198063593047@steam preauthenticated from endpoint 14.7.70.215:62264.
2021-02-08 12:34:09.835 +09:00 | Connection update   | Networking     | 76561199112849985@steam preauthenticated from endpoint 211.187.127.126:62668.
2021-02-08 12:34:09.918 +09:00 | Connection update   | Networking     | 76561198855588313@steam preauthenticated from endpoint 39.118.123.87:53475.
2021-02-08 12:34:09.936 +09:00 | Connection update   | Networking     | 76561198886916642@steam preauthenticated from endpoint 121.186.217.191:60703.
2021-02-08 12:34:09.952 +09:00 | Connection update   | Networking     | 76561198798739458@steam preauthenticated from endpoint 219.249.156.172:62922.
2021-02-08 12:34:10.045 +09:00 | Connection update   | Networking     | 76561199112011688@steam preauthenticated from endpoint 125.130.124.154:49293.
2021-02-08 12:34:10.103 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:49825.
2021-02-08 12:34:10.244 +09:00 | Connection update   | Networking     | 76561199102794914@steam preauthenticated from endpoint 219.240.106.249:63308.
2021-02-08 12:34:13.864 +09:00 | Connection update   | Networking     | 76561199118585999@steam preauthenticated from endpoint 121.171.223.238:50902.
2021-02-08 12:34:17.240 +09:00 | Connection update   | Networking     | 76561199110281734@steam authenticated from endpoint 121.151.147.83:58276. Player ID assigned: 3. Auth token serial number: MdhnnomZFwYeR4i6
2021-02-08 12:34:17.289 +09:00 | Connection update   | Networking     | Nickname of 76561199110281734@steam is now SOON두부.
2021-02-08 12:34:17.289 +09:00 | Connection update   | Networking     | Player (CharacterClassManager)) connected from IP 121.151.147.83 sent Do Not Track signal.
2021-02-08 12:34:17.429 +09:00 | Connection update   | Networking     | 76561198392832602@steam authenticated from endpoint 124.153.148.198:49249. Player ID assigned: 4. Auth token serial number: lKSFPO5UZ6BgaPA4
2021-02-08 12:34:17.478 +09:00 | Connection update   | Networking     | Nickname of 76561198392832602@steam is now Science Yasuo(잼민이 혐오).
2021-02-08 12:34:17.688 +09:00 | Connection update   | Networking     | 76561198063593047@steam authenticated from endpoint 14.7.70.215:62264. Player ID assigned: 6. Auth token serial number: qG2XxrMNbCav8IiK
2021-02-08 12:34:17.719 +09:00 | Connection update   | Networking     | Nickname of 76561198063593047@steam is now jumin.
2021-02-08 12:34:17.889 +09:00 | Connection update   | Networking     | 76561199112011688@steam authenticated from endpoint 125.130.124.154:49293. Player ID assigned: 7. Auth token serial number: IyYMuNh/yuu0gXx/
2021-02-08 12:34:17.909 +09:00 | Connection update   | Networking     | 76561199112849985@steam authenticated from endpoint 211.187.127.126:62668. Player ID assigned: 5. Auth token serial number: vv1wBEjrHIM/uwwy
2021-02-08 12:34:17.927 +09:00 | Connection update   | Networking     | Nickname of 76561199112011688@steam is now 땅콩이 장인(마이크X).
2021-02-08 12:34:17.964 +09:00 | Connection update   | Networking     | Nickname of 76561199112849985@steam is now 하고하고.
2021-02-08 12:34:17.973 +09:00 | Connection update   | Permissions    | 하고하고 (76561199112849985@steam) has been assigned to group ADMIN.
2021-02-08 12:34:18.845 +09:00 | Connection update   | Networking     | 76561198886916642@steam authenticated from endpoint 121.186.217.191:60703. Player ID assigned: 8. Auth token serial number: /8wSE9mWfrw3Tua8
2021-02-08 12:34:18.897 +09:00 | Connection update   | Networking     | Nickname of 76561198886916642@steam is now A B C.
2021-02-08 12:34:18.897 +09:00 | Connection update   | Networking     | Player (CharacterClassManager)) connected from IP 121.186.217.191 sent Do Not Track signal.
2021-02-08 12:34:19.532 +09:00 | Connection update   | Networking     | 76561198798739458@steam authenticated from endpoint 219.249.156.172:62922. Player ID assigned: 11. Auth token serial number: 1nBx330Uv9GzAj4E
2021-02-08 12:34:19.564 +09:00 | Connection update   | Networking     | Nickname of 76561198798739458@steam is now hotdog3030.
2021-02-08 12:34:19.620 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:49825. Player ID assigned: 9. Auth token serial number: 313Luyi2a2G361eR
2021-02-08 12:34:19.684 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-08 12:34:19.688 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-08 12:34:20.058 +09:00 | Connection update   | Networking     | 76561198855588313@steam authenticated from endpoint 39.118.123.87:53475. Player ID assigned: 10. Auth token serial number: pzHJXKaCc9jCCAaA
2021-02-08 12:34:20.092 +09:00 | Connection update   | Networking     | Nickname of 76561198855588313@steam is now ccjm79.
2021-02-08 12:34:22.647 +09:00 | Connection update   | Networking     | 76561199102794914@steam authenticated from endpoint 219.240.106.249:63308. Player ID assigned: 12. Auth token serial number: ZyEix4d6ZQhQfQ3B
2021-02-08 12:34:22.698 +09:00 | Connection update   | Networking     | Nickname of 76561199102794914@steam is now ながみさくら.
2021-02-08 12:34:27.892 +09:00 | Connection update   | Networking     | 76561199118585999@steam authenticated from endpoint 121.171.223.238:50902. Player ID assigned: 13. Auth token serial number: ciPvn79y0a28Hm1g
2021-02-08 12:34:28.179 +09:00 | Connection update   | Networking     | Nickname of 76561199118585999@steam is now 빡친 두리안.
2021-02-08 12:34:45.514 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-08 12:34:46.528 +09:00 | Game Event          | Class change   | hotdog3030 (76561198798739458@steam) spawned as Class-D Personnel.
2021-02-08 12:34:46.529 +09:00 | Game Event          | Class change   | SOON두부 (76561199110281734@steam) spawned as SCP-096.
2021-02-08 12:34:46.529 +09:00 | Game Event          | Class change   | 하고하고 (76561199112849985@steam) spawned as Facility Guard.
