2021-02-06 13:12:52.774 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-06 13:13:11.916 +09:00 | Connection update   | Networking     | 76561198986020648@steam preauthenticated from endpoint 211.54.184.115:56043.
2021-02-06 13:13:11.968 +09:00 | Connection update   | Networking     | 76561198111394844@steam preauthenticated from endpoint 210.223.164.21:64424.
2021-02-06 13:13:12.036 +09:00 | Connection update   | Networking     | 76561198956540241@steam preauthenticated from endpoint 175.116.70.90:58814.
2021-02-06 13:13:12.069 +09:00 | Connection update   | Networking     | 76561198122172912@steam preauthenticated from endpoint 112.185.13.251:63062.
2021-02-06 13:13:12.087 +09:00 | Connection update   | Networking     | 76561199119214358@steam preauthenticated from endpoint 61.47.196.73:61176.
2021-02-06 13:13:12.090 +09:00 | Connection update   | Networking     | 76561198886433658@steam preauthenticated from endpoint 221.164.61.4:58574.
2021-02-06 13:13:12.103 +09:00 | Connection update   | Networking     | 76561199073424187@steam preauthenticated from endpoint 222.232.222.56:59939.
2021-02-06 13:13:12.223 +09:00 | Connection update   | Networking     | 76561198863862176@steam preauthenticated from endpoint 116.123.184.244:52592.
2021-02-06 13:13:12.229 +09:00 | Connection update   | Networking     | 76561198379489823@steam preauthenticated from endpoint 106.248.75.149:63150.
2021-02-06 13:13:12.444 +09:00 | Connection update   | Networking     | 76561198279696606@steam preauthenticated from endpoint 58.238.250.210:51421.
2021-02-06 13:13:12.612 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:54838.
2021-02-06 13:13:12.798 +09:00 | Connection update   | Networking     | 76561199133012215@steam preauthenticated from endpoint 211.203.119.93:52249.
2021-02-06 13:13:18.939 +09:00 | Connection update   | Networking     | 76561198956540241@steam authenticated from endpoint 175.116.70.90:58814. Player ID assigned: 4. Auth token serial number: THXK9exQCDmdWmWd
2021-02-06 13:13:18.990 +09:00 | Connection update   | Networking     | Nickname of 76561198956540241@steam is now 눈사람.
2021-02-06 13:13:18.992 +09:00 | Connection update   | Permissions    | 눈사람 (76561198956540241@steam) has been assigned to group ADMIN.
2021-02-06 13:13:19.509 +09:00 | Connection update   | Networking     | 76561198111394844@steam authenticated from endpoint 210.223.164.21:64424. Player ID assigned: 2. Auth token serial number: BUVGcs1bqWbSzImo
2021-02-06 13:13:19.541 +09:00 | Connection update   | Networking     | Nickname of 76561198111394844@steam is now 정낑.
2021-02-06 13:13:20.013 +09:00 | Connection update   | Networking     | 76561198863862176@steam authenticated from endpoint 116.123.184.244:52592. Player ID assigned: 5. Auth token serial number: tdQUURpJrPM84eWI
2021-02-06 13:13:20.032 +09:00 | Connection update   | Networking     | 76561199073424187@steam authenticated from endpoint 222.232.222.56:59939. Player ID assigned: 3. Auth token serial number: 2bzUiHg9mQwCpCM6
2021-02-06 13:13:20.048 +09:00 | Connection update   | Networking     | Nickname of 76561198863862176@steam is now junming0301.
2021-02-06 13:13:20.080 +09:00 | Connection update   | Networking     | Nickname of 76561199073424187@steam is now 음아잇.
2021-02-06 13:13:20.344 +09:00 | Connection update   | Networking     | 76561198379489823@steam authenticated from endpoint 106.248.75.149:63150. Player ID assigned: 6. Auth token serial number: LPA/sY5q5X3pPnSX
2021-02-06 13:13:20.393 +09:00 | Connection update   | Networking     | Nickname of 76561198379489823@steam is now 박준형.
2021-02-06 13:13:21.764 +09:00 | Connection update   | Networking     | 76561199119214358@steam authenticated from endpoint 61.47.196.73:61176. Player ID assigned: 7. Auth token serial number: Vf5XXIUKUnVhaRqJ
2021-02-06 13:13:21.862 +09:00 | Connection update   | Networking     | 76561198886433658@steam authenticated from endpoint 221.164.61.4:58574. Player ID assigned: 8. Auth token serial number: pkSUsigX31KF33hf
2021-02-06 13:13:21.865 +09:00 | Connection update   | Networking     | Nickname of 76561199119214358@steam is now scp.
2021-02-06 13:13:21.941 +09:00 | Connection update   | Networking     | Nickname of 76561198886433658@steam is now suya2835.
2021-02-06 13:13:21.968 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:54838. Player ID assigned: 9. Auth token serial number: cVjsIodvWsZYhJSw
2021-02-06 13:13:22.000 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-06 13:13:22.004 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-06 13:13:25.323 +09:00 | Connection update   | Networking     | 76561199133012215@steam authenticated from endpoint 211.203.119.93:52249. Player ID assigned: 11. Auth token serial number: lYtsX/gyrqpAcFtc
2021-02-06 13:13:25.355 +09:00 | Connection update   | Networking     | Nickname of 76561199133012215@steam is now wlgy2899.
2021-02-06 13:13:27.634 +09:00 | Connection update   | Networking     | 76561198279696606@steam authenticated from endpoint 58.238.250.210:51421. Player ID assigned: 12. Auth token serial number: lGPCc7xeGc9VEPFY
2021-02-06 13:13:27.685 +09:00 | Connection update   | Networking     | Nickname of 76561198279696606@steam is now 마악.
2021-02-06 13:13:28.397 +09:00 | Connection update   | Networking     | 76561198986020648@steam authenticated from endpoint 211.54.184.115:56043. Player ID assigned: 10. Auth token serial number: fzb4DgVsyWMLZ6mo
2021-02-06 13:13:28.447 +09:00 | Connection update   | Networking     | Nickname of 76561198986020648@steam is now lsj99661450.
2021-02-06 13:13:28.892 +09:00 | Connection update   | Networking     | 76561198122172912@steam authenticated from endpoint 112.185.13.251:63062. Player ID assigned: 13. Auth token serial number: g/OnaKyq2Fslu6eS
2021-02-06 13:13:28.926 +09:00 | Connection update   | Networking     | Nickname of 76561198122172912@steam is now Tomato Juice.
2021-02-06 13:13:49.487 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-06 13:13:50.499 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as Class-D Personnel.
2021-02-06 13:13:50.499 +09:00 | Game Event          | Class change   | suya2835 (76561198886433658@steam) spawned as SCP-173.
2021-02-06 13:13:50.499 +09:00 | Game Event          | Class change   | lsj99661450 (76561198986020648@steam) spawned as Facility Guard.
2021-02-06 13:13:50.499 +09:00 | Game Event          | Class change   | Tomato Juice (76561198122172912@steam) spawned as Class-D Personnel.
2021-02-06 13:13:50.499 +09:00 | Game Event          | Class change   | 정낑 (76561198111394844@steam) spawned as Scientist.
2021-02-06 13:13:50.499 +09:00 | Game Event          | Class change   | 음아잇 (76561199073424187@steam) spawned as Facility Guard.
2021-02-06 13:13:50.499 +09:00 | Game Event          | Class change   | junming0301 (76561198863862176@steam) spawned as Class-D Personnel.
2021-02-06 13:13:50.499 +09:00 | Game Event          | Class change   | 박준형 (76561198379489823@steam) spawned as SCP-079.
2021-02-06 13:13:50.499 +09:00 | Game Event          | Class change   | wlgy2899 (76561199133012215@steam) spawned as Scientist.
2021-02-06 13:13:50.499 +09:00 | Game Event          | Class change   | scp (76561199119214358@steam) spawned as Facility Guard.
2021-02-06 13:13:50.499 +09:00 | Game Event          | Class change   | 눈사람 (76561198956540241@steam) spawned as Class-D Personnel.
2021-02-06 13:13:50.499 +09:00 | Game Event          | Class change   | 마악 (76561198279696606@steam) spawned as Class-D Personnel.
2021-02-06 13:13:50.503 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-06 13:13:50.552 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | Scp173 | FacilityGuard | ClassD | Scientist | FacilityGuard | ClassD | Scp079 | Scientist | FacilityGuard | ClassD | ClassD | 
2021-02-06 13:14:01.177 +09:00 | Kill                | Class change   | scp (76561199119214358@steam) playing as Facility Guard has been killed by DISCONNECT using WALL.
2021-02-06 13:14:01.184 +09:00 | Connection update   | Networking     | scp 76561199119214358@steam disconnected from IP address 61.47.196.73. Last class: Spectator (Spectator)
2021-02-06 13:14:27.068 +09:00 | Kill                | Class change   | Tomato Juice (76561198122172912@steam) playing as Class-D Personnel has been killed by suya2835 (76561198886433658@steam) using SCP-173 playing as SCP-173.
