2021-02-07 20:29:06.055 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-07 20:29:11.308 +09:00 | Connection update   | Networking     | 76561199111488970@steam preauthenticated from endpoint 121.131.38.140:63863.
2021-02-07 20:29:16.251 +09:00 | Connection update   | Networking     | 76561198013228476@steam preauthenticated from endpoint 221.146.71.102:62160.
2021-02-07 20:29:16.302 +09:00 | Connection update   | Networking     | 76561199065711576@steam preauthenticated from endpoint 218.52.145.59:46000.
2021-02-07 20:29:16.352 +09:00 | Connection update   | Networking     | 76561199030308447@steam preauthenticated from endpoint 119.201.40.131:56223.
2021-02-07 20:29:16.421 +09:00 | Connection update   | Networking     | 76561199090360759@steam preauthenticated from endpoint 118.220.84.168:52379.
2021-02-07 20:29:16.440 +09:00 | Connection update   | Networking     | 76561198860038728@steam preauthenticated from endpoint 182.217.141.6:50455.
2021-02-07 20:29:16.466 +09:00 | Connection update   | Networking     | 76561199097170779@steam preauthenticated from endpoint 58.225.132.236:53681.
2021-02-07 20:29:16.560 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:64179.
2021-02-07 20:29:16.607 +09:00 | Connection update   | Networking     | 76561198951918211@steam preauthenticated from endpoint 123.215.152.252:49472.
2021-02-07 20:29:16.613 +09:00 | Connection update   | Networking     | 76561199077095483@steam preauthenticated from endpoint 182.225.202.84:52325.
2021-02-07 20:29:16.824 +09:00 | Connection update   | Networking     | 76561199008173793@steam preauthenticated from endpoint 39.124.14.26:59011.
2021-02-07 20:29:16.882 +09:00 | Connection update   | Networking     | 76561199119780291@steam preauthenticated from endpoint 124.53.116.170:56917.
2021-02-07 20:29:16.888 +09:00 | Connection update   | Networking     | 76561198815077014@steam preauthenticated from endpoint 1.239.163.245:49616.
2021-02-07 20:29:16.894 +09:00 | Connection update   | Networking     | 76561199133946377@steam preauthenticated from endpoint 125.189.212.154:54200.
2021-02-07 20:29:16.899 +09:00 | Connection update   | Networking     | 76561198442222837@steam preauthenticated from endpoint 124.50.32.88:52285.
2021-02-07 20:29:16.985 +09:00 | Connection update   | Networking     | 76561199104262415@steam preauthenticated from endpoint 182.209.41.17:42846.
2021-02-07 20:29:17.076 +09:00 | Connection update   | Networking     | 76561198403641532@steam preauthenticated from endpoint 218.239.17.229:64401.
2021-02-07 20:29:17.235 +09:00 | Connection update   | Networking     | 76561198956540241@steam preauthenticated from endpoint 175.116.70.90:54560.
2021-02-07 20:29:17.275 +09:00 | Connection update   | Networking     | 76561199071189489@steam preauthenticated from endpoint 1.239.158.197:56893.
2021-02-07 20:29:17.619 +09:00 | Connection update   | Networking     | 76561199114210484@steam preauthenticated from endpoint 211.213.169.105:57049.
2021-02-07 20:29:17.844 +09:00 | Connection update   | Networking     | 76561199087260845@steam preauthenticated from endpoint 112.155.16.171:55225.
2021-02-07 20:29:17.974 +09:00 | Connection update   | Networking     | 76561199074813952@steam preauthenticated from endpoint 112.157.114.246:65016.
2021-02-07 20:29:22.574 +09:00 | Connection update   | Networking     | 76561199111488970@steam authenticated from endpoint 121.131.38.140:63863. Player ID assigned: 3. Auth token serial number: WF3CjgiGS9839sWY
2021-02-07 20:29:22.624 +09:00 | Connection update   | Networking     | Nickname of 76561199111488970@steam is now 로지카쓰는 독일땅콩이.
2021-02-07 20:29:22.696 +09:00 | Connection update   | Networking     | 76561198013228476@steam authenticated from endpoint 221.146.71.102:62160. Player ID assigned: 4. Auth token serial number: TKBnsNvNJfMq56Uy
2021-02-07 20:29:22.743 +09:00 | Connection update   | Networking     | Nickname of 76561198013228476@steam is now 별문.
2021-02-07 20:29:22.743 +09:00 | Connection update   | Networking     | Player (CharacterClassManager)) connected from IP 221.146.71.102 sent Do Not Track signal.
2021-02-07 20:29:23.475 +09:00 | Connection update   | Networking     | 76561199097170779@steam authenticated from endpoint 58.225.132.236:53681. Player ID assigned: 7. Auth token serial number: iE1gJW4kcehIqZk0
2021-02-07 20:29:23.510 +09:00 | Connection update   | Networking     | Nickname of 76561199097170779@steam is now 열무.
2021-02-07 20:29:23.897 +09:00 | Connection update   | Networking     | 76561199030308447@steam authenticated from endpoint 119.201.40.131:56223. Player ID assigned: 5. Auth token serial number: oqtik8862jtVKedO
2021-02-07 20:29:23.948 +09:00 | Connection update   | Networking     | Nickname of 76561199030308447@steam is now romeosay.
2021-02-07 20:29:24.116 +09:00 | Connection update   | Networking     | 76561199008173793@steam authenticated from endpoint 39.124.14.26:59011. Player ID assigned: 12. Auth token serial number: AH/HlVEfqUFFzWhQ
2021-02-07 20:29:24.169 +09:00 | Connection update   | Networking     | 76561199065711576@steam authenticated from endpoint 218.52.145.59:46000. Player ID assigned: 6. Auth token serial number: cRAMpyQI3k1ydqaZ
2021-02-07 20:29:24.174 +09:00 | Connection update   | Networking     | Nickname of 76561199008173793@steam is now 파파랏 엘라.
2021-02-07 20:29:24.230 +09:00 | Connection update   | Networking     | Nickname of 76561199065711576@steam is now 잘하자13.
2021-02-07 20:29:24.317 +09:00 | Connection update   | Networking     | 76561199090360759@steam authenticated from endpoint 118.220.84.168:52379. Player ID assigned: 8. Auth token serial number: 9qHcvoeqPmgwBi2d
2021-02-07 20:29:24.369 +09:00 | Connection update   | Networking     | Nickname of 76561199090360759@steam is now dksksk.
2021-02-07 20:29:24.490 +09:00 | Connection update   | Networking     | 76561198951918211@steam authenticated from endpoint 123.215.152.252:49472. Player ID assigned: 9. Auth token serial number: gXn30Dqz2esn9Ygh
2021-02-07 20:29:24.556 +09:00 | Connection update   | Networking     | Nickname of 76561198951918211@steam is now 헬리곱터.
