2021-02-05 19:09:36.254 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-05 19:09:40.583 +09:00 | Connection update   | Networking     | 76561198392832602@steam preauthenticated from endpoint 124.153.148.198:65133.
2021-02-05 19:09:40.922 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:49257.
2021-02-05 19:09:48.851 +09:00 | Connection update   | Networking     | 76561198392832602@steam authenticated from endpoint 124.153.148.198:65133. Player ID assigned: 2. Auth token serial number: eT1RspkQbeYz6tSg
2021-02-05 19:09:48.902 +09:00 | Connection update   | Networking     | Nickname of 76561198392832602@steam is now Science Yasuo.
2021-02-05 19:09:49.240 +09:00 | Connection update   | Networking     | 76561198254130933@steam authenticated from endpoint 192.168.0.1:49257. Player ID assigned: 3. Auth token serial number: 0fDD6JCDsUS2sAxi
2021-02-05 19:09:49.272 +09:00 | Connection update   | Networking     | Nickname of 76561198254130933@steam is now Goldmilk777.
2021-02-05 19:09:49.278 +09:00 | Connection update   | Permissions    | Goldmilk777 (76561198254130933@steam) has been assigned to group SERVER OWNER.
2021-02-05 19:10:09.732 +09:00 | Game Event          | Logger         | Round has been started.
2021-02-05 19:10:10.745 +09:00 | Game Event          | Class change   | Science Yasuo (76561198392832602@steam) spawned as Class-D Personnel.
2021-02-05 19:10:10.745 +09:00 | Game Event          | Class change   | Goldmilk777 (76561198254130933@steam) spawned as SCP-106.
2021-02-05 19:10:10.747 +09:00 | Game Event          | Logger         | Random classes have been assigned by DCP.
2021-02-05 19:10:10.755 +09:00 | Game Event          | Logger         | Class Picker Result: ClassD | Scp106 | 
2021-02-05 19:10:16.293 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 16 - SCP-939-53) on 3. players.
2021-02-05 19:10:21.749 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the goto command on 2 players.
2021-02-05 19:10:36.048 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 35) on 2. players.
2021-02-05 19:10:36.182 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 35) on 2. players.
2021-02-05 19:10:36.301 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 35) on 2. players.
2021-02-05 19:10:36.419 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 35) on 2. players.
2021-02-05 19:10:36.552 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 35) on 2. players.
2021-02-05 19:10:36.688 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 35) on 2. players.
2021-02-05 19:10:36.804 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 35) on 2. players.
2021-02-05 19:10:36.923 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 35) on 2. players.
2021-02-05 19:10:37.057 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 35) on 2. players.
2021-02-05 19:10:37.158 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 35) on 2. players.
2021-02-05 19:10:41.526 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 14) on 2. players.
2021-02-05 19:10:51.412 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 14) on 2. players.
2021-02-05 19:10:51.562 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 14) on 2. players.
2021-02-05 19:10:51.647 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 14) on 2. players.
2021-02-05 19:11:11.134 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 0 - SCP-173) on 3. players.
2021-02-05 19:11:12.412 +09:00 | Remote Admin        | Class change   | Goldmilk777 (76561198254130933@steam) ran the forceclass command (ID: 3 - SCP-106) on 3. players.
2021-02-05 19:14:08.102 +09:00 | Connection update   | Networking     | 76561199129684642@steam preauthenticated from endpoint 1.238.79.181:61622.
2021-02-05 19:14:28.150 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the heal command on 3. players.
2021-02-05 19:14:42.894 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the DoorTp command (Door: CHECKPOINT_EZ_HCZ) on 3. players.
2021-02-05 19:15:25.175 +09:00 | Connection update   | Networking     | 76561199129684642@steam authenticated from endpoint 1.238.79.181:61622. Player ID assigned: 4. Auth token serial number: qFEySd/xZHA3mpG6
2021-02-05 19:15:28.895 +09:00 | Connection update   | Networking     | Nickname of 76561199129684642@steam is now 아진짜.
2021-02-05 19:15:43.487 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) ran the give command (ID: 11) on 2. players.
2021-02-05 19:16:10.042 +09:00 | Game Event          | Class change   | Player 아진짜 (76561199129684642@steam) respawned as ChaosInsurgency.
2021-02-05 19:16:10.042 +09:00 | Game Event          | Class change   | RespawnManager has successfully spawned 1 players as ChaosInsurgency!
2021-02-05 19:16:44.516 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) forced a server event: FORCE_MTF_RESPAWN
2021-02-05 19:17:41.694 +09:00 | Game Event          | Warhead        | Science Yasuo (76561198392832602@steam) set the Alpha Warhead status to True.
2021-02-05 19:18:24.769 +09:00 | Kill                | Class change   | 아진짜 (76561199129684642@steam) playing as Chaos Insurgency has been killed by WORLD using POCKET.
2021-02-05 19:18:49.213 +09:00 | Connection update   | Networking     | 76561199127254061@steam preauthenticated from endpoint 175.114.132.31:58428.
2021-02-05 19:18:56.044 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by CmdSuicide using NONE.
2021-02-05 19:18:56.895 +09:00 | Connection update   | Networking     | 76561199127254061@steam authenticated from endpoint 175.114.132.31:58428. Player ID assigned: 5. Auth token serial number: 501o6hzWJfAoi5nY
2021-02-05 19:18:56.953 +09:00 | Connection update   | Networking     | Nickname of 76561199127254061@steam is now SL중수.
2021-02-05 19:19:21.768 +09:00 | Connection update   | Networking     | 76561199075080065@steam preauthenticated from endpoint 125.185.60.191:62572.
2021-02-05 19:19:32.576 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by CmdSuicide using NONE.
2021-02-05 19:19:33.305 +09:00 | Connection update   | Networking     | 76561199075080065@steam authenticated from endpoint 125.185.60.191:62572. Player ID assigned: 6. Auth token serial number: v42Yq4nbqWEHN2kD
2021-02-05 19:19:33.337 +09:00 | Connection update   | Networking     | Nickname of 76561199075080065@steam is now 카오스.
2021-02-05 19:19:42.563 +09:00 | Remote Admin        | Administrative | Goldmilk777 (76561198254130933@steam) forced a server event: FORCE_MTF_RESPAWN
2021-02-05 19:19:42.572 +09:00 | Game Event          | Class change   | Player 카오스 (76561199075080065@steam) respawned as NtfCommander.
2021-02-05 19:19:42.578 +09:00 | Game Event          | Class change   | Player 아진짜 (76561199129684642@steam) respawned as NtfLieutenant.
2021-02-05 19:19:42.584 +09:00 | Game Event          | Class change   | Player SL중수 (76561199127254061@steam) respawned as NtfLieutenant.
2021-02-05 19:19:42.584 +09:00 | Game Event          | Class change   | RespawnManager has successfully spawned 3 players as NineTailedFox!
2021-02-05 19:19:45.306 +09:00 | Connection update   | Networking     | 76561199062834504@steam preauthenticated from endpoint 58.124.224.248:62881.
2021-02-05 19:19:53.315 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by CmdSuicide using NONE.
2021-02-05 19:19:53.438 +09:00 | Connection update   | Networking     | 76561199062834504@steam authenticated from endpoint 58.124.224.248:62881. Player ID assigned: 7. Auth token serial number: epivOAKE6rl/lFeQ
2021-02-05 19:19:53.471 +09:00 | Connection update   | Networking     | Nickname of 76561199062834504@steam is now joohoon001.
2021-02-05 19:20:10.800 +09:00 | Game Event          | Warhead        | Countdown started.
2021-02-05 19:20:36.518 +09:00 | Connection update   | Networking     | 76561199124795249@steam preauthenticated from endpoint 112.187.162.92:62609.
2021-02-05 19:20:50.076 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by CmdSuicide using NONE.
2021-02-05 19:20:50.196 +09:00 | Connection update   | Networking     | 76561199124795249@steam authenticated from endpoint 112.187.162.92:62609. Player ID assigned: 8. Auth token serial number: 6s8xKaghjyM6I6Kt
2021-02-05 19:20:50.248 +09:00 | Connection update   | Networking     | Nickname of 76561199124795249@steam is now kimbongho.
2021-02-05 19:21:06.580 +09:00 | Connection update   | Networking     | 76561198837864497@steam preauthenticated from endpoint 121.176.255.210:54026.
2021-02-05 19:21:20.069 +09:00 | Kill                | Class change   | (null) () playing as Spectator has been killed by CmdSuicide using NONE.
2021-02-05 19:21:20.158 +09:00 | Connection update   | Networking     | 76561198837864497@steam authenticated from endpoint 121.176.255.210:54026. Player ID assigned: 9. Auth token serial number: dcDYG7V3uU47nG/i
2021-02-05 19:21:20.215 +09:00 | Connection update   | Networking     | Nickname of 76561198837864497@steam is now 이렇게 살아야 하나?.
2021-02-05 19:21:25.383 +09:00 | Kill                | Class change   | Goldmilk777 (76561198254130933@steam) playing as SCP-106 has been killed by Science Yasuo (76561198392832602@steam) using MicroHID playing as Class-D Personnel.
2021-02-05 19:21:51.814 +09:00 | Game Event          | Warhead        | Warhead detonated.
2021-02-05 19:21:51.814 +09:00 | Remote Admin        | Administrative | LCZ decontamination has been disabled by detonation of the Alpha Warhead.
2021-02-05 19:21:51.814 +09:00 | Kill                | Class change   | Science Yasuo (76561198392832602@steam) playing as Class-D Personnel has been killed by WORLD using NUKE.
2021-02-05 19:21:51.913 +09:00 | Game Event          | Logger         | Round finished! Anomalies: 0 | Chaos: 0 | Facility Forces: 3 | D escaped percentage: 0 | S escaped percentage: : 1
2021-02-05 19:21:57.060 +09:00 | Game Event          | Logger         | Player 카오스 (76561199075080065@steam) threw a frag grenade.
2021-02-05 19:21:58.170 +09:00 | Game Event          | Logger         | Player SL중수 (76561199127254061@steam) threw a frag grenade.
2021-02-05 19:22:01.786 +09:00 | Game Event          | Logger         | Player 카오스 (76561199075080065@steam)'s frag grenade exploded.
2021-02-05 19:22:01.789 +09:00 | Suicide             | Class change   | 카오스 (76561199075080065@steam) playing as Nine-Tailed Fox Commander committed a suicide using GRENADE.
2021-02-05 19:22:02.918 +09:00 | Game Event          | Logger         | Player SL중수 (76561199127254061@steam)'s frag grenade exploded.
2021-02-05 19:22:03.930 +09:00 | Connection update   | Networking     | Goldmilk777 76561198254130933@steam disconnected from IP address 192.168.0.1. Last class: Spectator (Spectator)
2021-02-05 19:22:03.949 +09:00 | Connection update   | Networking     | kimbongho 76561199124795249@steam disconnected from IP address 112.187.162.92. Last class: Spectator (Spectator)
2021-02-05 19:22:03.951 +09:00 | Connection update   | Networking     | 카오스 76561199075080065@steam disconnected from IP address 125.185.60.191. Last class: Spectator (Spectator)
2021-02-05 19:22:03.953 +09:00 | Connection update   | Networking     | Science Yasuo 76561198392832602@steam disconnected from IP address 124.153.148.198. Last class: Spectator (Spectator)
2021-02-05 19:22:03.955 +09:00 | Connection update   | Networking     | 이렇게 살아야 하나? 76561198837864497@steam disconnected from IP address 121.176.255.210. Last class: Spectator (Spectator)
2021-02-05 19:22:03.956 +09:00 | Connection update   | Networking     | joohoon001 76561199062834504@steam disconnected from IP address 58.124.224.248. Last class: Spectator (Spectator)
2021-02-05 19:22:03.968 +09:00 | Kill                | Class change   | SL중수 (76561199127254061@steam) playing as Nine-Tailed Fox Lieutenant has been killed by DISCONNECT using WALL.
2021-02-05 19:22:03.976 +09:00 | Kill                | Class change   | 아진짜 (76561199129684642@steam) playing as Nine-Tailed Fox Lieutenant has been killed by DISCONNECT using WALL.
2021-02-05 19:22:03.978 +09:00 | Connection update   | Networking     | SL중수 76561199127254061@steam disconnected from IP address 175.114.132.31. Last class: NtfLieutenant (Nine-Tailed Fox Lieutenant)
2021-02-05 19:22:03.981 +09:00 | Connection update   | Networking     | 아진짜 76561199129684642@steam disconnected from IP address 1.238.79.181. Last class: Spectator (Spectator)
