2021-02-09 17:59:24.408 +09:00 | Internal            | Logger         | Started logging. Game version: 10.2.1, private beta: NO.
2021-02-09 17:59:29.641 +09:00 | Connection update   | Networking     | 76561199138508923@steam preauthenticated from endpoint 14.42.132.217:52770.
2021-02-09 17:59:29.722 +09:00 | Connection update   | Networking     | 76561198109926552@steam preauthenticated from endpoint 211.213.249.85:56152.
2021-02-09 17:59:29.740 +09:00 | Connection update   | Networking     | 76561198971793383@steam preauthenticated from endpoint 124.53.42.15:49534.
2021-02-09 17:59:29.843 +09:00 | Connection update   | Networking     | 76561199043400671@steam preauthenticated from endpoint 58.238.197.130:58824.
2021-02-09 17:59:30.015 +09:00 | Connection update   | Networking     | 76561198951918211@steam preauthenticated from endpoint 123.215.152.252:54975.
2021-02-09 17:59:30.018 +09:00 | Connection update   | Networking     | 76561198392832602@steam preauthenticated from endpoint 124.153.148.198:57892.
2021-02-09 17:59:30.027 +09:00 | Connection update   | Networking     | 76561199073424187@steam preauthenticated from endpoint 222.232.222.56:58963.
2021-02-09 17:59:30.143 +09:00 | Connection update   | Networking     | 76561199104262415@steam preauthenticated from endpoint 182.209.41.17:54301.
2021-02-09 17:59:30.210 +09:00 | Connection update   | Networking     | 76561199062019912@steam preauthenticated from endpoint 1.242.246.5:58151.
2021-02-09 17:59:30.260 +09:00 | Connection update   | Networking     | 76561198983103903@steam preauthenticated from endpoint 115.89.151.197:57529.
2021-02-09 17:59:30.377 +09:00 | Connection update   | Networking     | 76561199066085465@steam preauthenticated from endpoint 221.156.224.119:57096.
2021-02-09 17:59:30.515 +09:00 | Connection update   | Networking     | 76561199114210484@steam preauthenticated from endpoint 211.213.169.105:52232.
2021-02-09 17:59:30.595 +09:00 | Connection update   | Networking     | 76561198254130933@steam preauthenticated from endpoint 192.168.0.1:63992.
2021-02-09 17:59:36.254 +09:00 | Connection update   | Networking     | 76561198109926552@steam authenticated from endpoint 211.213.249.85:56152. Player ID assigned: 2. Auth token serial number: gPIa4MFNyvlO2Qh/
2021-02-09 17:59:36.310 +09:00 | Connection update   | Networking     | Nickname of 76561198109926552@steam is now UKUN.
2021-02-09 17:59:37.138 +09:00 | Connection update   | Networking     | 76561198971793383@steam authenticated from endpoint 124.53.42.15:49534. Player ID assigned: 3. Auth token serial number: MsrSua4DLN9kaWA0
2021-02-09 17:59:37.189 +09:00 | Connection update   | Networking     | Nickname of 76561198971793383@steam is now ges125.
2021-02-09 17:59:37.587 +09:00 | Connection update   | Networking     | 76561199043400671@steam authenticated from endpoint 58.238.197.130:58824. Player ID assigned: 4. Auth token serial number: Rw0ooW/KanHIjFm0
2021-02-09 17:59:37.620 +09:00 | Connection update   | Networking     | Nickname of 76561199043400671@steam is now junjjang0902.
